layout,fragrantica_id,x,y
UMAP,65738,7.627554416656494,6.598911285400391
UMAP,83,8.507879257202148,4.773828029632568
UMAP,74041,7.936528205871582,3.3392233848571777
UMAP,132132,2.6530418395996094,5.627506732940674
UMAP,9110,2.5180866718292236,4.26206111907959
UMAP,10131,4.211524486541748,4.926969528198242
UMAP,14214,1.8158650398254395,4.5214643478393555
UMAP,32134,8.149762153625488,5.08150577545166
UMAP,20542,4.500167369842529,4.396795749664307
UMAP,6686,4.50634765625,4.357295513153076
UMAP,68905,3.026625871658325,5.216909408569336
UMAP,78945,2.2015466690063477,4.342620849609375
UMAP,72040,4.0967936515808105,7.179903984069824
UMAP,75979,3.8831915855407715,3.808922052383423
UMAP,6188,4.145564556121826,4.117598533630371
UMAP,8441,2.5710623264312744,4.140081405639648
UMAP,15134,6.539031982421875,5.423243045806885
UMAP,6458,7.736393928527832,6.955795764923096
UMAP,68919,7.1672821044921875,7.082838535308838
UMAP,276,8.176983833312988,4.5901312828063965
UMAP,1483,6.997822284698486,5.065173625946045
UMAP,56741,2.8331336975097656,7.246579647064209
UMAP,1360,4.461514472961426,4.070476531982422
UMAP,131717,4.540909290313721,4.671953201293945
UMAP,607,7.629609107971191,3.787562608718872
UMAP,39970,3.10246205329895,6.947774410247803
UMAP,31661,2.7845218181610107,6.730850696563721
UMAP,611,6.3171772956848145,4.556225299835205
UMAP,30796,6.8082780838012695,4.4822845458984375
UMAP,184,2.948976993560791,4.422314643859863
UMAP,12192,6.558434963226318,3.8406383991241455
UMAP,48478,3.6716578006744385,5.13567590713501
UMAP,18,8.105262756347656,4.599810600280762
UMAP,56077,4.899153709411621,3.605921983718872
UMAP,46187,7.307219982147217,6.70913028717041
UMAP,68578,3.0796942710876465,5.73354434967041
UMAP,27040,3.7592573165893555,4.945684909820557
UMAP,52359,2.7862727642059326,4.784326553344727
UMAP,29165,2.76408314704895,6.412718772888184
UMAP,12201,6.705008029937744,6.800847053527832
UMAP,9405,3.1430492401123047,4.185555458068848
UMAP,64167,7.858516693115234,6.786087512969971
UMAP,131985,3.6177923679351807,3.661808729171753
UMAP,10314,2.254582166671753,5.428415775299072
UMAP,653,3.284499406814575,6.019925117492676
UMAP,3779,2.5561604499816895,6.196853160858154
UMAP,536,3.138411045074463,3.5827476978302
UMAP,68416,4.74486780166626,4.100046157836914
UMAP,632,2.4412057399749756,4.457297325134277
UMAP,44894,4.276608467102051,3.389806032180786
UMAP,3575,7.5678629875183105,5.893909931182861
UMAP,12310,4.518952369689941,5.386953830718994
UMAP,38914,2.901507616043091,6.302198886871338
UMAP,73661,2.2632217407226562,5.624427795410156
UMAP,50384,2.9706435203552246,7.350395202636719
UMAP,17798,3.3537099361419678,3.6407558917999268
UMAP,56076,4.516992092132568,3.3777456283569336
UMAP,5484,1.7837769985198975,4.484115123748779
UMAP,5585,7.92280387878418,4.778579235076904
UMAP,109563,8.236083030700684,6.166129112243652
UMAP,42944,6.208950519561768,3.7887563705444336
UMAP,75642,3.389735460281372,3.540663003921509
UMAP,11784,6.572512149810791,5.358401775360107
UMAP,25836,2.3917665481567383,4.606886863708496
UMAP,275,8.793941497802734,5.52896785736084
UMAP,108962,7.4352192878723145,5.423436164855957
UMAP,23032,8.851316452026367,5.00700569152832
UMAP,10464,5.461576461791992,6.632601737976074
UMAP,18767,2.161405563354492,4.2612104415893555
UMAP,72062,6.539398193359375,4.021738529205322
UMAP,72606,3.4016761779785156,4.118662357330322
UMAP,31861,7.967126369476318,5.695213794708252
UMAP,79437,8.652192115783691,5.072442054748535
UMAP,52002,7.951961040496826,5.665726184844971
UMAP,12426,4.598844528198242,5.410104751586914
UMAP,2271,6.854898452758789,4.099343776702881
UMAP,3865,4.179180145263672,7.247920036315918
UMAP,5534,6.967163562774658,3.855276584625244
UMAP,644,7.543173313140869,4.855539798736572
UMAP,2186,4.636361122131348,6.7751946449279785
UMAP,92647,7.211681842803955,4.188121795654297
UMAP,65792,8.418134689331055,5.800209045410156
UMAP,96192,3.5399398803710938,4.6883673667907715
UMAP,39181,7.696885108947754,4.400717735290527
UMAP,53671,7.790565490722656,3.358126163482666
UMAP,64022,8.943721771240234,5.592409133911133
UMAP,37603,3.0527284145355225,7.385869979858398
UMAP,74740,3.865355968475342,6.313214302062988
UMAP,45029,8.963143348693848,5.475844860076904
UMAP,106298,7.479781627655029,4.571919918060303
UMAP,1923,8.753211975097656,5.933563232421875
UMAP,93865,4.759912014007568,5.207788944244385
UMAP,95034,2.725554943084717,5.714561939239502
UMAP,82586,2.411449670791626,5.553213119506836
UMAP,116396,4.315279006958008,3.3842685222625732
UMAP,74107,6.3408203125,6.553603172302246
UMAP,1929,2.668336868286133,3.8713791370391846
UMAP,90739,5.650468826293945,3.8459572792053223
UMAP,44174,6.32496452331543,5.640827178955078
UMAP,35456,8.054121017456055,5.675694465637207
UMAP,30567,7.213496208190918,4.381277561187744
UMAP,8339,7.04268217086792,4.295888423919678
UMAP,54976,6.624106407165527,4.017736434936523
UMAP,104985,6.909337520599365,5.242450714111328
UMAP,87956,3.2682981491088867,3.3900859355926514
UMAP,95642,7.81730318069458,3.4284238815307617
UMAP,50790,4.67348051071167,5.032751083374023
UMAP,50786,7.593267440795898,5.641175746917725
UMAP,121230,3.827183485031128,7.087203025817871
UMAP,3024,7.5576043128967285,3.610792875289917
UMAP,73092,6.143100261688232,6.0137553215026855
UMAP,106299,8.154330253601074,5.746164798736572
UMAP,31436,8.384211540222168,4.5621747970581055
UMAP,890,7.921896457672119,6.5853471755981445
UMAP,72796,6.563324928283691,6.4171247482299805
UMAP,98468,7.392962455749512,4.144931316375732
UMAP,59392,2.719050407409668,5.394891262054443
UMAP,60320,3.0672764778137207,6.120168685913086
UMAP,54885,5.512816429138184,6.617730140686035
UMAP,122211,4.617753505706787,4.223930358886719
UMAP,10728,4.909384727478027,5.820309162139893
UMAP,76893,4.855389595031738,6.648571968078613
UMAP,94718,6.884863376617432,6.254763126373291
UMAP,115749,8.185039520263672,5.929599761962891
UMAP,109565,4.6306891441345215,4.3613715171813965
UMAP,75731,7.531521797180176,4.269670009613037
UMAP,4849,3.0988965034484863,4.338870525360107
UMAP,42782,2.944568395614624,7.475435256958008
UMAP,16657,8.213250160217285,5.060291290283203
UMAP,122669,3.2689006328582764,5.443021774291992
UMAP,76824,3.1164042949676514,7.3477277755737305
UMAP,42670,6.243810653686523,5.188121795654297
UMAP,18042,2.9382450580596924,4.943645477294922
UMAP,99134,6.339498043060303,4.2299957275390625
UMAP,74636,7.696345806121826,3.5044546127319336
UMAP,1198,8.912267684936523,5.81702184677124
UMAP,4023,7.218416690826416,5.8773298263549805
UMAP,43531,8.607379913330078,5.116273403167725
UMAP,129391,6.747626781463623,6.948342323303223
UMAP,123059,3.3445353507995605,5.967585563659668
UMAP,69742,2.8177268505096436,5.09007453918457
UMAP,50789,6.181474208831787,4.41754674911499
UMAP,6420,2.4000706672668457,5.265355587005615
UMAP,3172,7.759236812591553,5.9976911544799805
UMAP,64015,4.728678226470947,3.627340793609619
UMAP,1924,3.2702620029449463,3.990128517150879
UMAP,16931,4.2875871658325195,3.4675347805023193
UMAP,115747,7.0417962074279785,6.397191524505615
UMAP,115746,7.781483173370361,4.851961135864258
UMAP,95035,3.3137094974517822,7.0125732421875
UMAP,50225,5.558640480041504,3.4567391872406006
UMAP,37602,4.398556709289551,3.446946144104004
UMAP,75969,3.9157826900482178,6.698502063751221
UMAP,64093,4.896360397338867,5.606685638427734
