surface_form,normalized_form,feature_type,feature_name,mapping_type,evidence_level
Tonka Bean,tonka bean,NOTE,Tonka Bean,LEVEL_A_DIRECT,A
Tonquitone™,tonquitonetm,NOTE,Tonquitone™,LEVEL_A_DIRECT,A
Toothpaste,toothpaste,NOTE,Toothpaste,LEVEL_A_DIRECT,A
Torreya,torreya,NOTE,Torreya,LEVEL_A_DIRECT,A
Toscanol,toscanol,NOTE,Toscanol,LEVEL_A_DIRECT,A
Transparent Flowers,transparent flowers,NOTE,Transparent Flowers,LEVEL_A_DIRECT,A
Transparent Woods,transparent woods,NOTE,Transparent Woods,LEVEL_A_DIRECT,A
Trat Oud,trat oud,NOTE,Trat Oud,LEVEL_A_DIRECT,A
Trees,trees,NOTE,Trees,LEVEL_A_DIRECT,A
Tres Leches,tres leches,NOTE,Tres Leches,LEVEL_A_DIRECT,A
Trillium,trillium,NOTE,Trillium,LEVEL_A_DIRECT,A
Trimofix®,trimofix®,NOTE,Trimofix®,LEVEL_A_DIRECT,A
Triple Sec,triple sec,NOTE,Triple Sec,LEVEL_A_DIRECT,A
tropical,tropical,ACCORD,tropical,LEVEL_A_DIRECT,A
Tropical Fruit,tropical fruit,NOTE,Tropical Fruit,LEVEL_A_DIRECT,A
Tropical Fruits,tropical fruits,NOTE,Tropical Fruits,LEVEL_A_DIRECT,A
Tropical Notes,tropical notes,NOTE,Tropical Notes,LEVEL_A_DIRECT,A
Tropicalone,tropicalone,NOTE,Tropicalone,LEVEL_A_DIRECT,A
Tropézienne Tarte,tropézienne tarte,NOTE,Tropézienne Tarte,LEVEL_A_DIRECT,A
Truffle,truffle,NOTE,Truffle,LEVEL_A_DIRECT,A
Tuberolide,tuberolide,NOTE,Tuberolide,LEVEL_A_DIRECT,A
tuberose,tuberose,ACCORD,tuberose,LEVEL_A_DIRECT,A
Tuberose,tuberose,NOTE,Tuberose,LEVEL_A_DIRECT,A
Tucumã,tucumã,NOTE,Tucumã,LEVEL_A_DIRECT,A
Tulip,tulip,NOTE,Tulip,LEVEL_A_DIRECT,A
Tulle Accord,tulle accord,NOTE,Tulle Accord,LEVEL_A_DIRECT,A
Tulsi,tulsi,NOTE,Tulsi,LEVEL_A_DIRECT,A
Tumbleweed,tumbleweed,NOTE,Tumbleweed,LEVEL_A_DIRECT,A
Tunisian Neroli,tunisian neroli,NOTE,Tunisian Neroli,LEVEL_A_DIRECT,A
Tunisian Opium,tunisian opium,NOTE,Tunisian Opium,LEVEL_A_DIRECT,A
Tunisian Orange Blossom,tunisian orange blossom,NOTE,Tunisian Orange Blossom,LEVEL_A_DIRECT,A
Tupig,tupig,NOTE,Tupig,LEVEL_A_DIRECT,A
Turkey Red Rose,turkey red rose,NOTE,Turkey Red Rose,LEVEL_A_DIRECT,A
Turkish Coffee Beans,turkish coffee beans,NOTE,Turkish Coffee Beans,LEVEL_A_DIRECT,A
Turkish Rose,turkish rose,NOTE,Turkish Rose,LEVEL_A_DIRECT,A
Turkish Rose Oil,turkish rose oil,NOTE,Turkish Rose Oil,LEVEL_A_DIRECT,A
Turmeric,turmeric,NOTE,Turmeric,LEVEL_A_DIRECT,A
Turnera Diffusa (Damiana),turnera diffusa (damiana),NOTE,Turnera Diffusa (Damiana),LEVEL_A_DIRECT,A
Turpentine,turpentine,NOTE,Turpentine,LEVEL_A_DIRECT,A
Tuscan Cypress,tuscan cypress,NOTE,Tuscan Cypress,LEVEL_A_DIRECT,A
Tuscan Iris,tuscan iris,NOTE,Tuscan Iris,LEVEL_A_DIRECT,A
Tussilago farfara,tussilago farfara,NOTE,Tussilago farfara,LEVEL_A_DIRECT,A
Tyger Lily,tyger lily,NOTE,Tyger Lily,LEVEL_A_DIRECT,A
Ube,ube,NOTE,Ube,LEVEL_A_DIRECT,A
Ultravanil™,ultravaniltm,NOTE,Ultravanil™,LEVEL_A_DIRECT,A
Umami,umami,NOTE,Umami,LEVEL_A_DIRECT,A
Umeshu,umeshu,NOTE,Umeshu,LEVEL_A_DIRECT,A
Valencia Orange Flower,valencia orange flower,NOTE,Valencia Orange Flower,LEVEL_A_DIRECT,A
Valerian,valerian,NOTE,Valerian,LEVEL_A_DIRECT,A
Vanila,vanila,NOTE,Vanila,LEVEL_A_DIRECT,A
vanilla,vanilla,ACCORD,vanilla,LEVEL_A_DIRECT,A
Vanilla,vanilla,NOTE,Vanilla,LEVEL_A_DIRECT,A
Vanilla Absolute,vanilla absolute,NOTE,Vanilla Absolute,LEVEL_A_DIRECT,A
Vanilla Bahiana,vanilla bahiana,NOTE,Vanilla Bahiana,LEVEL_A_DIRECT,A
Vanilla Bean,vanilla bean,NOTE,Vanilla Bean,LEVEL_A_DIRECT,A
Vanilla Caviar,vanilla caviar,NOTE,Vanilla Caviar,LEVEL_A_DIRECT,A
Vanilla Flower,vanilla flower,NOTE,Vanilla Flower,LEVEL_A_DIRECT,A
Vanilla Leaves,vanilla leaves,NOTE,Vanilla Leaves,LEVEL_A_DIRECT,A
Vanilla Macaroon,vanilla macaroon,NOTE,Vanilla Macaroon,LEVEL_A_DIRECT,A
Vanilla Orchid,vanilla orchid,NOTE,Vanilla Orchid,LEVEL_A_DIRECT,A
Vanilla Pod,vanilla pod,NOTE,Vanilla Pod,LEVEL_A_DIRECT,A
Vanilla Sauce,vanilla sauce,NOTE,Vanilla Sauce,LEVEL_A_DIRECT,A
Vanilla Sugar,vanilla sugar,NOTE,Vanilla Sugar,LEVEL_A_DIRECT,A
Vanille,vanille,NOTE,Vanille,LEVEL_A_DIRECT,A
Vanillin,vanillin,NOTE,Vanillin,LEVEL_A_DIRECT,A
varnish,varnish,ACCORD,varnish,LEVEL_A_DIRECT,A
Varnish Accord,varnish accord,NOTE,Varnish Accord,LEVEL_A_DIRECT,A
Vegetal Notes,vegetal notes,NOTE,Vegetal Notes,LEVEL_A_DIRECT,A
Veloutone,veloutone,NOTE,Veloutone,LEVEL_A_DIRECT,A
Velvet,velvet,NOTE,Velvet,LEVEL_A_DIRECT,A
Velvet Woods,velvet woods,NOTE,Velvet Woods,LEVEL_A_DIRECT,A
Velvione™,velvionetm,NOTE,Velvione™,LEVEL_A_DIRECT,A
Verbena,verbena,NOTE,Verbena,LEVEL_A_DIRECT,A
Verdox,verdox,NOTE,Verdox,LEVEL_A_DIRECT,A
Vermouth,vermouth,NOTE,Vermouth,LEVEL_A_DIRECT,A
Vervain,vervain,NOTE,Vervain,LEVEL_A_DIRECT,A
Vetiver,vetiver,NOTE,Vetiver,LEVEL_A_DIRECT,A
Vetiver Root,vetiver root,NOTE,Vetiver Root,LEVEL_A_DIRECT,A
Vetyver,vetyver,NOTE,Vetyver,LEVEL_A_DIRECT,A
Viburnum,viburnum,NOTE,Viburnum,LEVEL_A_DIRECT,A
Vietnamese Oud,vietnamese oud,NOTE,Vietnamese Oud,LEVEL_A_DIRECT,A
Vine,vine,NOTE,Vine,LEVEL_A_DIRECT,A
Vinegar,vinegar,NOTE,Vinegar,LEVEL_A_DIRECT,A
vinyl,vinyl,ACCORD,vinyl,LEVEL_A_DIRECT,A
Vinyl,vinyl,NOTE,Vinyl,LEVEL_A_DIRECT,A
Vinyl Guaiacol,vinyl guaiacol,NOTE,Vinyl Guaiacol,LEVEL_A_DIRECT,A
violet,violet,ACCORD,violet,LEVEL_A_DIRECT,A
Violet,violet,NOTE,Violet,LEVEL_A_DIRECT,A
Violet Leaf,violet leaf,NOTE,Violet Leaf,LEVEL_A_DIRECT,A
Violet Leaves,violet leaves,NOTE,Violet Leaves,LEVEL_A_DIRECT,A
Violet Root,violet root,NOTE,Violet Root,LEVEL_A_DIRECT,A
Violet Woodsorrel,violet woodsorrel,NOTE,Violet Woodsorrel,LEVEL_A_DIRECT,A
Virginia Cedar,virginia cedar,NOTE,Virginia Cedar,LEVEL_A_DIRECT,A
Virginian Cedar,virginian cedar,NOTE,Virginian Cedar,LEVEL_A_DIRECT,A
Virginian Patchouli,virginian patchouli,NOTE,Virginian Patchouli,LEVEL_A_DIRECT,A
Vitamin C,vitamin c,NOTE,Vitamin C,LEVEL_A_DIRECT,A
vodka,vodka,ACCORD,vodka,LEVEL_A_DIRECT,A
Vodka,vodka,NOTE,Vodka,LEVEL_A_DIRECT,A
Waffle,waffle,NOTE,Waffle,LEVEL_A_DIRECT,A
Wallflower,wallflower,NOTE,Wallflower,LEVEL_A_DIRECT,A
Walnut,walnut,NOTE,Walnut,LEVEL_A_DIRECT,A
Walnut Milk,walnut milk,NOTE,Walnut Milk,LEVEL_A_DIRECT,A
Wan Sao Lhong,wan sao lhong,NOTE,Wan Sao Lhong,LEVEL_A_DIRECT,A
Waratah,waratah,NOTE,Waratah,LEVEL_A_DIRECT,A
warm spicy,warm spicy,ACCORD,warm spicy,LEVEL_A_DIRECT,A
Wasabi,wasabi,NOTE,Wasabi,LEVEL_A_DIRECT,A
Water,water,NOTE,Water,LEVEL_A_DIRECT,A
Water Flowers,water flowers,NOTE,Water Flowers,LEVEL_A_DIRECT,A
Water Fruit,water fruit,NOTE,Water Fruit,LEVEL_A_DIRECT,A
Water Heliotrope,water heliotrope,NOTE,Water Heliotrope,LEVEL_A_DIRECT,A
Water Hyacinth,water hyacinth,NOTE,Water Hyacinth,LEVEL_A_DIRECT,A
Water Jasmine,water jasmine,NOTE,Water Jasmine,LEVEL_A_DIRECT,A
Water Lily,water lily,NOTE,Water Lily,LEVEL_A_DIRECT,A
Water Lily Leaf,water lily leaf,NOTE,Water Lily Leaf,LEVEL_A_DIRECT,A
Water Mint,water mint,NOTE,Water Mint,LEVEL_A_DIRECT,A
Water Notes,water notes,NOTE,Water Notes,LEVEL_A_DIRECT,A
Water Peony,water peony,NOTE,Water Peony,LEVEL_A_DIRECT,A
Water Pepper,water pepper,NOTE,Water Pepper,LEVEL_A_DIRECT,A
Water Violet,water violet,NOTE,Water Violet,LEVEL_A_DIRECT,A
Watercress,watercress,NOTE,Watercress,LEVEL_A_DIRECT,A
Watermelon,watermelon,NOTE,Watermelon,LEVEL_A_DIRECT,A
Watery Cyclamen,watery cyclamen,NOTE,Watery Cyclamen,LEVEL_A_DIRECT,A
Watery Notes,watery notes,NOTE,Watery Notes,LEVEL_A_DIRECT,A
Wattleseed,wattleseed,NOTE,Wattleseed,LEVEL_A_DIRECT,A
Weeping Cherry Blossom,weeping cherry blossom,NOTE,Weeping Cherry Blossom,LEVEL_A_DIRECT,A
West Indian Bay,west indian bay,NOTE,West Indian Bay,LEVEL_A_DIRECT,A
Western Honey Bee,western honey bee,NOTE,Western Honey Bee,LEVEL_A_DIRECT,A
Western redcedar,western redcedar,NOTE,Western redcedar,LEVEL_A_DIRECT,A
Western Skunk Cabbage,western skunk cabbage,NOTE,Western Skunk Cabbage,LEVEL_A_DIRECT,A
wet plaster,wet plaster,ACCORD,wet plaster,LEVEL_A_DIRECT,A
Wet Plaster,wet plaster,NOTE,Wet Plaster,LEVEL_A_DIRECT,A
Wet Stone,wet stone,NOTE,Wet Stone,LEVEL_A_DIRECT,A
Wheat,wheat,NOTE,Wheat,LEVEL_A_DIRECT,A
Whipped Cream,whipped cream,NOTE,Whipped Cream,LEVEL_A_DIRECT,A
whiskey,whiskey,ACCORD,whiskey,LEVEL_A_DIRECT,A
Whiskey,whiskey,NOTE,Whiskey,LEVEL_A_DIRECT,A
White Almond,white almond,NOTE,White Almond,LEVEL_A_DIRECT,A
White Amber,white amber,NOTE,White Amber,LEVEL_A_DIRECT,A
White Apricot,white apricot,NOTE,White Apricot,LEVEL_A_DIRECT,A
White Bergamot,white bergamot,NOTE,White Bergamot,LEVEL_A_DIRECT,A
White Blossom,white blossom,NOTE,White Blossom,LEVEL_A_DIRECT,A
White Camelia,white camelia,NOTE,White Camelia,LEVEL_A_DIRECT,A
White Cardamom,white cardamom,NOTE,White Cardamom,LEVEL_A_DIRECT,A
White Carnation,white carnation,NOTE,White Carnation,LEVEL_A_DIRECT,A
White Cedar Extract,white cedar extract,NOTE,White Cedar Extract,LEVEL_A_DIRECT,A
White Champaca,white champaca,NOTE,White Champaca,LEVEL_A_DIRECT,A
White Cherry,white cherry,NOTE,White Cherry,LEVEL_A_DIRECT,A
White Chocolate,white chocolate,NOTE,White Chocolate,LEVEL_A_DIRECT,A
White Chocolate Truffle,white chocolate truffle,NOTE,White Chocolate Truffle,LEVEL_A_DIRECT,A
White Currant,white currant,NOTE,White Currant,LEVEL_A_DIRECT,A
White Cyclamen,white cyclamen,NOTE,White Cyclamen,LEVEL_A_DIRECT,A
White Dahlia,white dahlia,NOTE,White Dahlia,LEVEL_A_DIRECT,A
White Datura,white datura,NOTE,White Datura,LEVEL_A_DIRECT,A
white floral,white floral,ACCORD,white floral,LEVEL_A_DIRECT,A
White Flowers,white flowers,NOTE,White Flowers,LEVEL_A_DIRECT,A
White Ginger,white ginger,NOTE,White Ginger,LEVEL_A_DIRECT,A
White Ginger Lily,white ginger lily,NOTE,White Ginger Lily,LEVEL_A_DIRECT,A
White Grape,white grape,NOTE,White Grape,LEVEL_A_DIRECT,A
White Grapefruit,white grapefruit,NOTE,White Grapefruit,LEVEL_A_DIRECT,A
White Heliotrope,white heliotrope,NOTE,White Heliotrope,LEVEL_A_DIRECT,A
White Honey,white honey,NOTE,White Honey,LEVEL_A_DIRECT,A
White Honeysuckle,white honeysuckle,NOTE,White Honeysuckle,LEVEL_A_DIRECT,A
White Hyacinth,white hyacinth,NOTE,White Hyacinth,LEVEL_A_DIRECT,A
White Iris,white iris,NOTE,White Iris,LEVEL_A_DIRECT,A
White Lace Flower,white lace flower,NOTE,White Lace Flower,LEVEL_A_DIRECT,A
White Leather,white leather,NOTE,White Leather,LEVEL_A_DIRECT,A
White Lily,white lily,NOTE,White Lily,LEVEL_A_DIRECT,A
White Lotus,white lotus,NOTE,White Lotus,LEVEL_A_DIRECT,A
White Magnolia,white magnolia,NOTE,White Magnolia,LEVEL_A_DIRECT,A
White Meranti,white meranti,NOTE,White Meranti,LEVEL_A_DIRECT,A
White Mimosa,white mimosa,NOTE,White Mimosa,LEVEL_A_DIRECT,A
White Mimosa Honey,white mimosa honey,NOTE,White Mimosa Honey,LEVEL_A_DIRECT,A
White Mulberry,white mulberry,NOTE,White Mulberry,LEVEL_A_DIRECT,A
White Musk,white musk,NOTE,White Musk,LEVEL_A_DIRECT,A
White Nerium Oleander,white nerium oleander,NOTE,White Nerium Oleander,LEVEL_A_DIRECT,A
White Orchid,white orchid,NOTE,White Orchid,LEVEL_A_DIRECT,A
White Oud,white oud,NOTE,White Oud,LEVEL_A_DIRECT,A
White Peach,white peach,NOTE,White Peach,LEVEL_A_DIRECT,A
White Peach Blossom,white peach blossom,NOTE,White Peach Blossom,LEVEL_A_DIRECT,A
White Pear,white pear,NOTE,White Pear,LEVEL_A_DIRECT,A
White Pepper,white pepper,NOTE,White Pepper,LEVEL_A_DIRECT,A
White Rose,white rose,NOTE,White Rose,LEVEL_A_DIRECT,A
White Royal Lily,white royal lily,NOTE,White Royal Lily,LEVEL_A_DIRECT,A
White Rum,white rum,NOTE,White Rum,LEVEL_A_DIRECT,A
White Sandalwood,white sandalwood,NOTE,White Sandalwood,LEVEL_A_DIRECT,A
White Suede,white suede,NOTE,White Suede,LEVEL_A_DIRECT,A
White Tabacco,white tabacco,NOTE,White Tabacco,LEVEL_A_DIRECT,A
White Tea,white tea,NOTE,White Tea,LEVEL_A_DIRECT,A
White Tea Blossom,white tea blossom,NOTE,White Tea Blossom,LEVEL_A_DIRECT,A
White Tobacco,white tobacco,NOTE,White Tobacco,LEVEL_A_DIRECT,A
White Violet,white violet,NOTE,White Violet,LEVEL_A_DIRECT,A
White Willow,white willow,NOTE,White Willow,LEVEL_A_DIRECT,A
White Wine,white wine,NOTE,White Wine,LEVEL_A_DIRECT,A
White Wood,white wood,NOTE,White Wood,LEVEL_A_DIRECT,A
White Woods,white woods,NOTE,White Woods,LEVEL_A_DIRECT,A
Whoopie Pie,whoopie pie,NOTE,Whoopie Pie,LEVEL_A_DIRECT,A
Wild Berries,wild berries,NOTE,Wild Berries,LEVEL_A_DIRECT,A
Wild carrot,wild carrot,NOTE,Wild carrot,LEVEL_A_DIRECT,A
Wild garlic leaf,wild garlic leaf,NOTE,Wild garlic leaf,LEVEL_A_DIRECT,A
Wild Jasmine,wild jasmine,NOTE,Wild Jasmine,LEVEL_A_DIRECT,A
Wild Lavender,wild lavender,NOTE,Wild Lavender,LEVEL_A_DIRECT,A
Wild Orange,wild orange,NOTE,Wild Orange,LEVEL_A_DIRECT,A
Wild Orchid,wild orchid,NOTE,Wild Orchid,LEVEL_A_DIRECT,A
Wild Peony,wild peony,NOTE,Wild Peony,LEVEL_A_DIRECT,A
Wild Rose,wild rose,NOTE,Wild Rose,LEVEL_A_DIRECT,A
Wild Strawberry,wild strawberry,NOTE,Wild Strawberry,LEVEL_A_DIRECT,A
Wild Strawberry Leaf,wild strawberry leaf,NOTE,Wild Strawberry Leaf,LEVEL_A_DIRECT,A
Wildflowers,wildflowers,NOTE,Wildflowers,LEVEL_A_DIRECT,A
Williams Pear,williams pear,NOTE,Williams Pear,LEVEL_A_DIRECT,A
Willow-Leaved,willow-leaved,NOTE,Willow-Leaved,LEVEL_A_DIRECT,A
wine,wine,ACCORD,wine,LEVEL_A_DIRECT,A
Wine Lees,wine lees,NOTE,Wine Lees,LEVEL_A_DIRECT,A
Wine must,wine must,NOTE,Wine must,LEVEL_A_DIRECT,A
winter,winter,SEASON,winter,ENGLISH_CONTEXT_ALIAS,A
Winter Daphne,winter daphne,NOTE,Winter Daphne,LEVEL_A_DIRECT,A
Winter Tea,winter tea,NOTE,Winter Tea,LEVEL_A_DIRECT,A
Winterberry,winterberry,NOTE,Winterberry,LEVEL_A_DIRECT,A
Wintergreen,wintergreen,NOTE,Wintergreen,LEVEL_A_DIRECT,A
Wintermelon,wintermelon,NOTE,Wintermelon,LEVEL_A_DIRECT,A
Wisteria,wisteria,NOTE,Wisteria,LEVEL_A_DIRECT,A
Wisteria Flower,wisteria flower,NOTE,Wisteria Flower,LEVEL_A_DIRECT,A
Wisteria Petals,wisteria petals,NOTE,Wisteria Petals,LEVEL_A_DIRECT,A
Wolfberry,wolfberry,NOTE,Wolfberry,LEVEL_A_DIRECT,A
Wolfwood,wolfwood,NOTE,Wolfwood,LEVEL_A_DIRECT,A
Wood barrel,wood barrel,NOTE,Wood barrel,LEVEL_A_DIRECT,A
Wood Resin,wood resin,NOTE,Wood Resin,LEVEL_A_DIRECT,A
Woodruff or Galium Odoratum,woodruff or galium odoratum,NOTE,Woodruff or Galium Odoratum,LEVEL_A_DIRECT,A
Woodsy Notes,woodsy notes,NOTE,Woodsy Notes,LEVEL_A_DIRECT,A
woody,woody,ACCORD,woody,LEVEL_A_DIRECT,A
Woody Notes,woody notes,NOTE,Woody Notes,LEVEL_A_DIRECT,A
Wool,wool,NOTE,Wool,LEVEL_A_DIRECT,A
Wormwood,wormwood,NOTE,Wormwood,LEVEL_A_DIRECT,A
Wrightia,wrightia,NOTE,Wrightia,LEVEL_A_DIRECT,A
Yarrow,yarrow,NOTE,Yarrow,LEVEL_A_DIRECT,A
Yeast,yeast,NOTE,Yeast,LEVEL_A_DIRECT,A
Yellow Bells,yellow bells,NOTE,Yellow Bells,LEVEL_A_DIRECT,A
Yellow Champaca,yellow champaca,NOTE,Yellow Champaca,LEVEL_A_DIRECT,A
Yellow Cherry,yellow cherry,NOTE,Yellow Cherry,LEVEL_A_DIRECT,A
yellow floral,yellow floral,ACCORD,yellow floral,LEVEL_A_DIRECT,A
Yellow Flowers,yellow flowers,NOTE,Yellow Flowers,LEVEL_A_DIRECT,A
Yellow Freesia,yellow freesia,NOTE,Yellow Freesia,LEVEL_A_DIRECT,A
Yellow Fruits,yellow fruits,NOTE,Yellow Fruits,LEVEL_A_DIRECT,A
Yellow Mandarin,yellow mandarin,NOTE,Yellow Mandarin,LEVEL_A_DIRECT,A
Yellow Narcissus,yellow narcissus,NOTE,Yellow Narcissus,LEVEL_A_DIRECT,A
Yellow Plum,yellow plum,NOTE,Yellow Plum,LEVEL_A_DIRECT,A
Yellow Poppy,yellow poppy,NOTE,Yellow Poppy,LEVEL_A_DIRECT,A
Yellow Rose,yellow rose,NOTE,Yellow Rose,LEVEL_A_DIRECT,A
Yellow Water Lily,yellow water lily,NOTE,Yellow Water Lily,LEVEL_A_DIRECT,A
Yellow Wine,yellow wine,NOTE,Yellow Wine,LEVEL_A_DIRECT,A
Ylang Ylang,ylang ylang,NOTE,Ylang Ylang,LEVEL_A_DIRECT,A
Ylang-Ylang,ylang-ylang,NOTE,Ylang-Ylang,LEVEL_A_DIRECT,A
Yogurt,yogurt,NOTE,Yogurt,LEVEL_A_DIRECT,A
Yohimbe,yohimbe,NOTE,Yohimbe,LEVEL_A_DIRECT,A
Yuca Cassava,yuca cassava,NOTE,Yuca Cassava,LEVEL_A_DIRECT,A
Yumberry,yumberry,NOTE,Yumberry,LEVEL_A_DIRECT,A
Yunnan Osmanthus,yunnan osmanthus,NOTE,Yunnan Osmanthus,LEVEL_A_DIRECT,A
Yunnan Tea,yunnan tea,NOTE,Yunnan Tea,LEVEL_A_DIRECT,A
Yuzu,yuzu,NOTE,Yuzu,LEVEL_A_DIRECT,A
Yuzu Flower,yuzu flower,NOTE,Yuzu Flower,LEVEL_A_DIRECT,A
Z-11 HD,z-11 hd,NOTE,Z-11 HD,LEVEL_A_DIRECT,A
Z11™,z11tm,NOTE,Z11™,LEVEL_A_DIRECT,A
Zefir,zefir,NOTE,Zefir,LEVEL_A_DIRECT,A
Zinnia,zinnia,NOTE,Zinnia,LEVEL_A_DIRECT,A
Zucchini,zucchini,NOTE,Zucchini,LEVEL_A_DIRECT,A
가을,가을,SEASON,autumn,LEVEL_A_DIRECT,A
겨울,겨울,SEASON,winter,LEVEL_A_DIRECT,A
낮,낮,DAYPART,day,LEVEL_A_DIRECT,A
바닐라,바닐라,ACCORD,vanilla,KOREAN_TRANSLITERATION,A
밤,밤,DAYPART,night,LEVEL_A_DIRECT,A
봄,봄,SEASON,spring,LEVEL_A_DIRECT,A
스위트,스위트,ACCORD,sweet,KOREAN_TRANSLITERATION,A
시트러스,시트러스,ACCORD,citrus,KOREAN_TRANSLITERATION,A
아로마틱,아로마틱,ACCORD,aromatic,KOREAN_TRANSLITERATION,A
앰버,앰버,ACCORD,amber,KOREAN_TRANSLITERATION,A
여름,여름,SEASON,summer,LEVEL_A_DIRECT,A
우디,우디,ACCORD,woody,KOREAN_TRANSLITERATION,A
파우더리,파우더리,ACCORD,powdery,KOREAN_TRANSLITERATION,A
프레시,프레시,ACCORD,fresh,KOREAN_TRANSLITERATION,A
프루티,프루티,ACCORD,fruity,KOREAN_TRANSLITERATION,A
플로럴,플로럴,ACCORD,floral,KOREAN_TRANSLITERATION,A
