note,perfume_count,perfume_share,idf,main_analysis_eligible
Camelia,82,0.0006215417266732358,8.371193729829653,True
Cherry Liqueur,82,0.0006215417266732358,8.371193729829653,True
Red Thyme,82,0.0006215417266732358,8.371193729829653,True
White Ginger Lily,82,0.0006215417266732358,8.371193729829653,True
Apricot Blossom,81,0.0006139619495186842,8.383315090361997,True
Earl Grey Tea,81,0.0006139619495186842,8.383315090361997,True
Fig Nectar,81,0.0006139619495186842,8.383315090361997,True
Floral Fruity Notes,81,0.0006139619495186842,8.383315090361997,True
Malt,81,0.0006139619495186842,8.383315090361997,True
White Orchid,81,0.0006139619495186842,8.383315090361997,True
Mace,80,0.0006063821723641324,8.395585182953813,True
Agave,78,0.0005912226180550292,8.42058648515923,True
Nashi Pear,78,0.0005912226180550292,8.42058648515923,True
Pelargonium,78,0.0005912226180550292,8.42058648515923,True
Airy Note,77,0.0005836428409004775,8.433325510936658,True
Cabreuva,77,0.0005836428409004775,8.433325510936658,True
Fire,77,0.0005836428409004775,8.433325510936658,True
Indian Sandalwood,77,0.0005836428409004775,8.433325510936658,True
Mojito,77,0.0005836428409004775,8.433325510936658,True
Stone,77,0.0005836428409004775,8.433325510936658,True
White Suede,77,0.0005836428409004775,8.433325510936658,True
Blood,76,0.0005760630637459259,8.446228915772567,True
Cactus Flower,76,0.0005760630637459259,8.446228915772567,True
Condensed Milk,76,0.0005760630637459259,8.446228915772567,True
Pine Tree Needles,76,0.0005760630637459259,8.446228915772567,True
dark woodsy notes,76,0.0005760630637459259,8.446228915772567,True
ebony tree,76,0.0005760630637459259,8.446228915772567,True
Lemon Tree,75,0.0005684832865913742,8.45930099733992,True
Mirabelle,75,0.0005684832865913742,8.45930099733992,True
Amaryllis,74,0.0005609035094368226,8.472546224089939,True
Bourbon Whiskey,74,0.0005609035094368226,8.472546224089939,True
Hyssop,74,0.0005609035094368226,8.472546224089939,True
Black Leather,73,0.0005533237322822709,8.48596924442208,True
Cetalox,73,0.0005533237322822709,8.48596924442208,True
Lavender Extract,73,0.0005533237322822709,8.48596924442208,True
Red Mandarin,73,0.0005533237322822709,8.48596924442208,True
White Wine,73,0.0005533237322822709,8.48596924442208,True
Black Currant Blossom,72,0.0005457439551277192,8.49957489647786,True
Pandanus,72,0.0005457439551277192,8.49957489647786,True
Tahitian Vetiver,72,0.0005457439551277192,8.49957489647786,True
Tropical Fruit,72,0.0005457439551277192,8.49957489647786,True
Burnt Sugar,71,0.0005381641779731676,8.513368218610196,True
Gooseberry,71,0.0005381641779731676,8.513368218610196,True
Red Peony,71,0.0005381641779731676,8.513368218610196,True
Sequoia,71,0.0005381641779731676,8.513368218610196,True
Cashmirwood,70,0.0005305844008186159,8.527354460584935,True
Plumeria,70,0.0005305844008186159,8.527354460584935,True
White Iris,70,0.0005305844008186159,8.527354460584935,True
Georgywood,69,0.0005230046236640643,8.54153909557689,True
Lemon Balm,69,0.0005230046236640643,8.54153909557689,True
Liatris,69,0.0005230046236640643,8.54153909557689,True
Mahonial,69,0.0005230046236640643,8.54153909557689,True
Marshamallow,69,0.0005230046236640643,8.54153909557689,True
Opium,69,0.0005230046236640643,8.54153909557689,True
Persimmon,69,0.0005230046236640643,8.54153909557689,True
Synthetic Civet,69,0.0005230046236640643,8.54153909557689,True
Wild Lavender,69,0.0005230046236640643,8.54153909557689,True
plum,69,0.0005230046236640643,8.54153909557689,True
Bamboo Leaf,68,0.0005154248465095127,8.555927833028992,True
Dahlia,67,0.0005078450693549609,8.570526632450143,True
Mugwort,67,0.0005078450693549609,8.570526632450143,True
Salted Caramel,67,0.0005078450693549609,8.570526632450143,True
Violet Root,67,0.0005078450693549609,8.570526632450143,True
African Geranium,66,0.0005002652922004093,8.585341718235284,True
Angelica Root,66,0.0005002652922004093,8.585341718235284,True
Baie Rose,66,0.0005002652922004093,8.585341718235284,True
Barley,66,0.0005002652922004093,8.585341718235284,True
Bigarade,66,0.0005002652922004093,8.585341718235284,True
French orange flower,66,0.0005002652922004093,8.585341718235284,True
Kaffir Lime,66,0.0005002652922004093,8.585341718235284,True
Orange Leaf,66,0.0005002652922004093,8.585341718235284,True
Helvetolide,65,0.0004926855150458576,8.600379595599826,True
Lime (Linden Blossom),65,0.0004926855150458576,8.600379595599826,True
Blackcurrant Syrup,64,0.000485105737891306,8.615647067730613,True
Celery Seeds,64,0.000485105737891306,8.615647067730613,True
Pink Freesia,64,0.000485105737891306,8.615647067730613,True
Raisin,64,0.000485105737891306,8.615647067730613,True
Siberian Pine,64,0.000485105737891306,8.615647067730613,True
Talc,64,0.000485105737891306,8.615647067730613,True
Black Spruce,63,0.00047752596073675433,8.631151254266578,True
Bran,63,0.00047752596073675433,8.631151254266578,True
Night blooming Cereus,63,0.00047752596073675433,8.631151254266578,True
Pineapple Leaf,63,0.00047752596073675433,8.631151254266578,True
Rhododendron,63,0.00047752596073675433,8.631151254266578,True
Vanillin,63,0.00047752596073675433,8.631151254266578,True
Blood Grapefruit,62,0.00046994618358220267,8.64689961123472,True
Candied Almond,62,0.00046994618358220267,8.64689961123472,True
Coffee blossom,62,0.00046994618358220267,8.64689961123472,True
Floral bouquet,62,0.00046994618358220267,8.64689961123472,True
Forest Fruits,62,0.00046994618358220267,8.64689961123472,True
Turkish Rose Oil,62,0.00046994618358220267,8.64689961123472,True
Cedar Leaves,61,0.00046236640642765105,8.66289995258116,True
Clove Leaf,61,0.00046236640642765105,8.66289995258116,True
Iris Butter,61,0.00046236640642765105,8.66289995258116,True
Mignonette,61,0.00046236640642765105,8.66289995258116,True
Red Chilli Pepper,61,0.00046236640642765105,8.66289995258116,True
Wool,61,0.00046236640642765105,8.66289995258116,True
heather,61,0.00046236640642765105,8.66289995258116,True
Concrete,60,0.0004547866292730994,8.679160473452939,True
Olive Blossom,60,0.0004547866292730994,8.679160473452939,True
Pitosporum,60,0.0004547866292730994,8.679160473452939,True
Tomato,60,0.0004547866292730994,8.679160473452939,True
French Rose,59,0.0004472068521185477,8.69568977540415,True
Lichen,59,0.0004472068521185477,8.69568977540415,True
Snowdrops,59,0.0004472068521185477,8.69568977540415,True
black fig,59,0.0004472068521185477,8.69568977540415,True
Evernyl,58,0.00043962707496399605,8.71249689372053,True
Moroccan Cedar,58,0.00043962707496399605,8.71249689372053,True
Musk Mallow,58,0.00043962707496399605,8.71249689372053,True
Siam,58,0.00043962707496399605,8.71249689372053,True
mulberry,58,0.00043962707496399605,8.71249689372053,True
Ambrarome,57,0.0004320472978094444,8.72959132707983,True
Banana Leaf,57,0.0004320472978094444,8.72959132707983,True
CO2 Extracts,57,0.0004320472978094444,8.72959132707983,True
Japanese Cherry Blossom,57,0.0004320472978094444,8.72959132707983,True
Macadamia,57,0.0004320472978094444,8.72959132707983,True
Water,57,0.0004320472978094444,8.72959132707983,True
Acai Berry,56,0.0004244675206548927,8.7469830697917,True
Clay,56,0.0004244675206548927,8.7469830697917,True
Italian Tangerine,56,0.0004244675206548927,8.7469830697917,True
Egyptian Musk,55,0.0004168877435003411,8.764682646891101,True
Espresso,55,0.0004168877435003411,8.764682646891101,True
Italian Iris,55,0.0004168877435003411,8.764682646891101,True
Milk Mousse,55,0.0004168877435003411,8.764682646891101,True
Piña Colada,55,0.0004168877435003411,8.764682646891101,True
Wild Orchid,55,0.0004168877435003411,8.764682646891101,True
Apple Tree,54,0.00040930796634578944,8.78270115239378,True
Assam Oud,54,0.00040930796634578944,8.78270115239378,True
Hortensia,54,0.00040930796634578944,8.78270115239378,True
Lemonade,54,0.00040930796634578944,8.78270115239378,True
Nigerian Ginger,54,0.00040930796634578944,8.78270115239378,True
Singapore Patchouli,54,0.00040930796634578944,8.78270115239378,True
Water Mint,54,0.00040930796634578944,8.78270115239378,True
Black Cardamom,53,0.0004017281891912378,8.801050291061976,True
Gasoline,53,0.0004017281891912378,8.801050291061976,True
Malaysian Oud,53,0.0004017281891912378,8.801050291061976,True
Mexican Vanilla,53,0.0004017281891912378,8.801050291061976,True
Parma Violet,53,0.0004017281891912378,8.801050291061976,True
Vetiver Root,53,0.0004017281891912378,8.801050291061976,True
Vine,53,0.0004017281891912378,8.801050291061976,True
Black and Pink Pepper,52,0.0003941484120366861,8.819742424074128,True
Dried Fallen Leaves,52,0.0003941484120366861,8.819742424074128,True
Flower Petals,52,0.0003941484120366861,8.819742424074128,True
Hemlock,52,0.0003941484120366861,8.819742424074128,True
Italian Orange,52,0.0003941484120366861,8.819742424074128,True
Light Amber,52,0.0003941484120366861,8.819742424074128,True
Mimosa absolute,52,0.0003941484120366861,8.819742424074128,True
Mirabelle Plum,52,0.0003941484120366861,8.819742424074128,True
Mock Orange,52,0.0003941484120366861,8.819742424074128,True
Priprioca,52,0.0003941484120366861,8.819742424074128,True
Casablanca Lily,51,0.00038656863488213444,8.838790619044822,True
Choya Loban,51,0.00038656863488213444,8.838790619044822,True
Citrus and Floral Notes,51,0.00038656863488213444,8.838790619044822,True
Gentiana,51,0.00038656863488213444,8.838790619044822,True
Lipstick,51,0.00038656863488213444,8.838790619044822,True
Madagascar Vetiver,51,0.00038656863488213444,8.838790619044822,True
Pink Jasmine,51,0.00038656863488213444,8.838790619044822,True
Red Poppy,51,0.00038656863488213444,8.838790619044822,True
Amyl Salicylate,50,0.00037898885772758283,8.858208704901925,True
Blackwood,50,0.00037898885772758283,8.858208704901925,True
Creamy notes,50,0.00037898885772758283,8.858208704901925,True
Ginseng,50,0.00037898885772758283,8.858208704901925,True
Madagascar Cloves,50,0.00037898885772758283,8.858208704901925,True
Milk Cream,50,0.00037898885772758283,8.858208704901925,True
Strawberry Leaf,50,0.00037898885772758283,8.858208704901925,True
White Rum,50,0.00037898885772758283,8.858208704901925,True
Ambertonic,49,0.00037140908057303117,8.878011332198104,True
Candied Orange,49,0.00037140908057303117,8.878011332198104,True
Exotic Spices,49,0.00037140908057303117,8.878011332198104,True
Green Lilac,49,0.00037140908057303117,8.878011332198104,True
Madagascar Pepper,49,0.00037140908057303117,8.878011332198104,True
Massoia,49,0.00037140908057303117,8.878011332198104,True
Palm Tree,49,0.00037140908057303117,8.878011332198104,True
West Indian Bay,49,0.00037140908057303117,8.878011332198104,True
Berry Fruits,48,0.0003638293034184795,8.898214039515624,True
Bitter Orange Blossom,48,0.0003638293034184795,8.898214039515624,True
Dulce de leche,48,0.0003638293034184795,8.898214039515624,True
Geosmin,48,0.0003638293034184795,8.898214039515624,True
Thuja,48,0.0003638293034184795,8.898214039515624,True
Green Mango,47,0.00035624952626392783,8.91883332671836,True
Ho Wood,47,0.00035624952626392783,8.91883332671836,True
Peat,47,0.00035624952626392783,8.91883332671836,True
Tonic Water,47,0.00035624952626392783,8.91883332671836,True
Vietnamese Oud,47,0.00035624952626392783,8.91883332671836,True
Caviar,46,0.00034866974910937617,8.939886735916192,True
Chinese Black Tea,46,0.00034866974910937617,8.939886735916192,True
Dewberry,46,0.00034866974910937617,8.939886735916192,True
Kyara Incense,46,0.00034866974910937617,8.939886735916192,True
Poplar (Populus) buds,46,0.00034866974910937617,8.939886735916192,True
Wild Jasmine,46,0.00034866974910937617,8.939886735916192,True
Dreamwood,45,0.00034108997195482455,8.961392941137156,True
Graperfuit,45,0.00034108997195482455,8.961392941137156,True
Pimento Seeds,45,0.00034108997195482455,8.961392941137156,True
Reseda,45,0.00034108997195482455,8.961392941137156,True
Seagrass,45,0.00034108997195482455,8.961392941137156,True
Water Flowers,45,0.00034108997195482455,8.961392941137156,True
Coal,44,0.0003335101948002729,8.983371847855931,True
Dust,44,0.0003335101948002729,8.983371847855931,True
Grenadine,44,0.0003335101948002729,8.983371847855931,True
Holly,44,0.0003335101948002729,8.983371847855931,True
Indole,44,0.0003335101948002729,8.983371847855931,True
Masala Chai,44,0.0003335101948002729,8.983371847855931,True
Oak Tree,44,0.0003335101948002729,8.983371847855931,True
Tahitian Tiare Flower,44,0.0003335101948002729,8.983371847855931,True
Tequila,44,0.0003335101948002729,8.983371847855931,True
Wood Resin,44,0.0003335101948002729,8.983371847855931,True
Arum Lily,43,0.0003259304176457212,9.00584470370799,True
Dark Patchouli,43,0.0003259304176457212,9.00584470370799,True
Frosting,43,0.0003259304176457212,9.00584470370799,True
Loukhoum,43,0.0003259304176457212,9.00584470370799,True
Oat,43,0.0003259304176457212,9.00584470370799,True
Oriental Woodsy notes,43,0.0003259304176457212,9.00584470370799,True
Raspberry Bloom,43,0.0003259304176457212,9.00584470370799,True
Vervain,43,0.0003259304176457212,9.00584470370799,True
Coconut Blossom,42,0.00031835064049116955,9.028834221932689,True
Coriander Leaf,42,0.00031835064049116955,9.028834221932689,True
Cypriol Oil,42,0.00031835064049116955,9.028834221932689,True
Indonesian Nutmeg,42,0.00031835064049116955,9.028834221932689,True
Nectarine blossom,42,0.00031835064049116955,9.028834221932689,True
Neroli Essence,42,0.00031835064049116955,9.028834221932689,True
White Leather,42,0.00031835064049116955,9.028834221932689,True
Asphalt,41,0.0003107708633366179,9.052364719342883,True
Cascalone,41,0.0003107708633366179,9.052364719342883,True
Cedarmoss,41,0.0003107708633366179,9.052364719342883,True
Dragon Blood Resin,41,0.0003107708633366179,9.052364719342883,True
English Rose,41,0.0003107708633366179,9.052364719342883,True
Kashmir wood,41,0.0003107708633366179,9.052364719342883,True
Lorenox,41,0.0003107708633366179,9.052364719342883,True
Pineapple blossom,41,0.0003107708633366179,9.052364719342883,True
Silver Fir,41,0.0003107708633366179,9.052364719342883,True
Stephanotis,41,0.0003107708633366179,9.052364719342883,True
Vinyl,41,0.0003107708633366179,9.052364719342883,True
Buttercream,40,0.0003031910861820662,9.076462270921942,True
Chypre Notes,40,0.0003031910861820662,9.076462270921942,True
Citrus Blossom,40,0.0003031910861820662,9.076462270921942,True
Dill,40,0.0003031910861820662,9.076462270921942,True
Frosting [Glacé],40,0.0003031910861820662,9.076462270921942,True
Fur,40,0.0003031910861820662,9.076462270921942,True
Transparent Flowers,40,0.0003031910861820662,9.076462270921942,True
Vanilla Caviar,40,0.0003031910861820662,9.076462270921942,True
Almond Cream,39,0.0002956113090275146,9.101154883512315,True
Buddha Wood,39,0.0002956113090275146,9.101154883512315,True
Chinese Cedar,39,0.0002956113090275146,9.101154883512315,True
Chinese Jasmine,39,0.0002956113090275146,9.101154883512315,True
Indian Spices,39,0.0002956113090275146,9.101154883512315,True
Rooibos Tea,39,0.0002956113090275146,9.101154883512315,True
Tyger Lily,39,0.0002956113090275146,9.101154883512315,True
Yellow Freesia,39,0.0002956113090275146,9.101154883512315,True
Candied Lemon,38,0.00028803153187296294,9.126472691496604,True
Choya Nakh,38,0.00028803153187296294,9.126472691496604,True
Flax,38,0.00028803153187296294,9.126472691496604,True
Green Pear,38,0.00028803153187296294,9.126472691496604,True
Green Tangerine,38,0.00028803153187296294,9.126472691496604,True
Paradisone,38,0.00028803153187296294,9.126472691496604,True
Red Algae,38,0.00028803153187296294,9.126472691496604,True
Hops,37,0.0002804517547184113,9.152448177899865,True
Mitti Attar,37,0.0002804517547184113,9.152448177899865,True
Rubber,37,0.0002804517547184113,9.152448177899865,True
Turkey Red Rose,37,0.0002804517547184113,9.152448177899865,True
Water Fruit,37,0.0002804517547184113,9.152448177899865,True
Almond Tree,36,0.0002728719775638596,9.179116424982025,True
Cereals,36,0.0002728719775638596,9.179116424982025,True
Chantilly Cream,36,0.0002728719775638596,9.179116424982025,True
Cilantro,36,0.0002728719775638596,9.179116424982025,True
Flint,36,0.0002728719775638596,9.179116424982025,True
Forget me not,36,0.0002728719775638596,9.179116424982025,True
Nettle,36,0.0002728719775638596,9.179116424982025,True
Roasted Nuts,36,0.0002728719775638596,9.179116424982025,True
Silk Tree blossom,36,0.0002728719775638596,9.179116424982025,True
White Pear,36,0.0002728719775638596,9.179116424982025,True
White Violet,36,0.0002728719775638596,9.179116424982025,True
Blue Lavender,35,0.00026529220040930794,9.20651539917014,True
Breu-Branco,35,0.00026529220040930794,9.20651539917014,True
Dirt,35,0.00026529220040930794,9.20651539917014,True
Green Almond,35,0.00026529220040930794,9.20651539917014,True
Pine tar,35,0.00026529220040930794,9.20651539917014,True
Pomarose,35,0.00026529220040930794,9.20651539917014,True
Primrose,35,0.00026529220040930794,9.20651539917014,True
Sweet Grass,35,0.00026529220040930794,9.20651539917014,True
Black Licorice,34,0.00025771242325475633,9.234686276136836,True
Champagne Rosé,34,0.00025771242325475633,9.234686276136836,True
Finger Lime,34,0.00025771242325475633,9.234686276136836,True
Fougère Accord,34,0.00025771242325475633,9.234686276136836,True
Galanga,34,0.00025771242325475633,9.234686276136836,True
Javanol,34,0.00025771242325475633,9.234686276136836,True
Lapsang Souchong Tea,34,0.00025771242325475633,9.234686276136836,True
Mango Blossom,34,0.00025771242325475633,9.234686276136836,True
Red Sandalwood,34,0.00025771242325475633,9.234686276136836,True
Seashells,34,0.00025771242325475633,9.234686276136836,True
Accord Eudora®,33,0.00025013264610020467,9.263673813010088,True
Elderberry,33,0.00025013264610020467,9.263673813010088,True
Karo Karounde,33,0.00025013264610020467,9.263673813010088,True
Lady of the Night Flower,33,0.00025013264610020467,9.263673813010088,True
Lime Blossom,33,0.00025013264610020467,9.263673813010088,True
Limoncello,33,0.00025013264610020467,9.263673813010088,True
Maraschino Cherry,33,0.00025013264610020467,9.263673813010088,True
Nard,33,0.00025013264610020467,9.263673813010088,True
Nasturtium,33,0.00025013264610020467,9.263673813010088,True
Nougat,33,0.00025013264610020467,9.263673813010088,True
Pecan,33,0.00025013264610020467,9.263673813010088,True
Pimento Leaf,33,0.00025013264610020467,9.263673813010088,True
Pollen,33,0.00025013264610020467,9.263673813010088,True
Rose Leaf,33,0.00025013264610020467,9.263673813010088,True
Rosebay Willowherb,33,0.00025013264610020467,9.263673813010088,True
Timbersilk™,33,0.00025013264610020467,9.263673813010088,True
Watercress,33,0.00025013264610020467,9.263673813010088,True
White Currant,33,0.00025013264610020467,9.263673813010088,True
Boletus edulis,32,0.000242552868945653,9.293526776159771,True
Candle Wax,32,0.000242552868945653,9.293526776159771,True
French Violet,32,0.000242552868945653,9.293526776159771,True
Gurjun Balsam,32,0.000242552868945653,9.293526776159771,True
Lime peel,32,0.000242552868945653,9.293526776159771,True
Magnolia Petals,32,0.000242552868945653,9.293526776159771,True
Marmalade,32,0.000242552868945653,9.293526776159771,True
Rice Powder,32,0.000242552868945653,9.293526776159771,True
Stems Greens,32,0.000242552868945653,9.293526776159771,True
Valerian,32,0.000242552868945653,9.293526776159771,True
White Magnolia,32,0.000242552868945653,9.293526776159771,True
Conifer,31,0.00023497309179110133,9.324298434826524,True
Dyer’s Greenweed,31,0.00023497309179110133,9.324298434826524,True
French pastries,31,0.00023497309179110133,9.324298434826524,True
Gold,31,0.00023497309179110133,9.324298434826524,True
Jelly,31,0.00023497309179110133,9.324298434826524,True
Mangosteen,31,0.00023497309179110133,9.324298434826524,True
Nerium Oleander,31,0.00023497309179110133,9.324298434826524,True
Parsley,31,0.00023497309179110133,9.324298434826524,True
boxwood,31,0.00023497309179110133,9.324298434826524,True
pink tulip,31,0.00023497309179110133,9.324298434826524,True
prickly pear,31,0.00023497309179110133,9.324298434826524,True
Blue Sage,30,0.0002273933146365497,9.356047133141104,True
Brazilian Redwood,30,0.0002273933146365497,9.356047133141104,True
Chinese Oud,30,0.0002273933146365497,9.356047133141104,True
Cypress Leaf,30,0.0002273933146365497,9.356047133141104,True
Dandelion,30,0.0002273933146365497,9.356047133141104,True
Gaiac,30,0.0002273933146365497,9.356047133141104,True
Henna,30,0.0002273933146365497,9.356047133141104,True
Honeycomb,30,0.0002273933146365497,9.356047133141104,True
Indian Saffron,30,0.0002273933146365497,9.356047133141104,True
Italian Jasmine,30,0.0002273933146365497,9.356047133141104,True
Muscenone,30,0.0002273933146365497,9.356047133141104,True
Panacotta,30,0.0002273933146365497,9.356047133141104,True
Red Amber,30,0.0002273933146365497,9.356047133141104,True
Reed,30,0.0002273933146365497,9.356047133141104,True
Tar,30,0.0002273933146365497,9.356047133141104,True
cream soda,30,0.0002273933146365497,9.356047133141104,True
edelweiss,30,0.0002273933146365497,9.356047133141104,True
Bellini,29,0.00021981353748199803,9.388836955964095,True
Bergamot Leaf,29,0.00021981353748199803,9.388836955964095,True
Damask Plum,29,0.00021981353748199803,9.388836955964095,True
Gray Musk,29,0.00021981353748199803,9.388836955964095,True
Iris Pallida,29,0.00021981353748199803,9.388836955964095,True
Leatherwood,29,0.00021981353748199803,9.388836955964095,True
Peanut,29,0.00021981353748199803,9.388836955964095,True
Plastic,29,0.00021981353748199803,9.388836955964095,True
Red Tea,29,0.00021981353748199803,9.388836955964095,True
Rose Oxide,29,0.00021981353748199803,9.388836955964095,True
Skin musk,29,0.00021981353748199803,9.388836955964095,True
Tansy,29,0.00021981353748199803,9.388836955964095,True
Yarrow,29,0.00021981353748199803,9.388836955964095,True
Butterscotch,28,0.00021223376032744636,9.422738507639776,True
Dried Apricot,28,0.00021223376032744636,9.422738507639776,True
Egyptian balsam,28,0.00021223376032744636,9.422738507639776,True
Italian Orris Root,28,0.00021223376032744636,9.422738507639776,True
Molasses,28,0.00021223376032744636,9.422738507639776,True
Pitanga,28,0.00021223376032744636,9.422738507639776,True
Suntan Lotion,28,0.00021223376032744636,9.422738507639776,True
Wild Orange,28,0.00021223376032744636,9.422738507639776,True
Ambrostar™,27,0.00020465398317289472,9.457829827451047,True
Blue Hyacinth,27,0.00020465398317289472,9.457829827451047,True
Cedar Essence,27,0.00020465398317289472,9.457829827451047,True
Egyptian Rose,27,0.00020465398317289472,9.457829827451047,True
Liquidambar,27,0.00020465398317289472,9.457829827451047,True
Martini,27,0.00020465398317289472,9.457829827451047,True
Pear Leaf,27,0.00020465398317289472,9.457829827451047,True
Powdered Sugar,27,0.00020465398317289472,9.457829827451047,True
Rhubarb Leaf,27,0.00020465398317289472,9.457829827451047,True
Wallflower,27,0.00020465398317289472,9.457829827451047,True
Wintergreen,27,0.00020465398317289472,9.457829827451047,True
Bergamot Blossom,26,0.00019707420601834305,9.494197471621922,True
Black Iris,26,0.00019707420601834305,9.494197471621922,True
Cacao Butter,26,0.00019707420601834305,9.494197471621922,True
Candied Ginger,26,0.00019707420601834305,9.494197471621922,True
Cassia Bourbon,26,0.00019707420601834305,9.494197471621922,True
Cheese,26,0.00019707420601834305,9.494197471621922,True
Curry Tree,26,0.00019707420601834305,9.494197471621922,True
Fabric,26,0.00019707420601834305,9.494197471621922,True
Goji Berries,26,0.00019707420601834305,9.494197471621922,True
Hibiscus Seed,26,0.00019707420601834305,9.494197471621922,True
Mugane,26,0.00019707420601834305,9.494197471621922,True
Pea,26,0.00019707420601834305,9.494197471621922,True
Prosecco,26,0.00019707420601834305,9.494197471621922,True
Sap,26,0.00019707420601834305,9.494197471621922,True
African Ginger,25,0.00018949442886379142,9.53193779960477,True
Bushman Candle,25,0.00018949442886379142,9.53193779960477,True
Charred Wood,25,0.00018949442886379142,9.53193779960477,True
Gorse,25,0.00018949442886379142,9.53193779960477,True
Hot iron,25,0.00018949442886379142,9.53193779960477,True
Manuka,25,0.00018949442886379142,9.53193779960477,True
Old Books,25,0.00018949442886379142,9.53193779960477,True
Orangewood,25,0.00018949442886379142,9.53193779960477,True
Sinfonide,25,0.00018949442886379142,9.53193779960477,True
Transparent Woods,25,0.00018949442886379142,9.53193779960477,True
Tulsi,25,0.00018949442886379142,9.53193779960477,True
Vermouth,25,0.00018949442886379142,9.53193779960477,True
Yellow Narcissus,25,0.00018949442886379142,9.53193779960477,True
latex,25,0.00018949442886379142,9.53193779960477,True
Aglaia,24,0.00018191465170923975,9.57115851275805,True
Calabrian Mandarin,24,0.00018191465170923975,9.57115851275805,True
Cantaloupe,24,0.00018191465170923975,9.57115851275805,True
Coconut Powder,24,0.00018191465170923975,9.57115851275805,True
Coton candy,24,0.00018191465170923975,9.57115851275805,True
Fig Milk,24,0.00018191465170923975,9.57115851275805,True
Green Forest,24,0.00018191465170923975,9.57115851275805,True
Jacaranda,24,0.00018191465170923975,9.57115851275805,True
Larch,24,0.00018191465170923975,9.57115851275805,True
Magnolia Leaf,24,0.00018191465170923975,9.57115851275805,True
Mandora,24,0.00018191465170923975,9.57115851275805,True
Natural Vanilla,24,0.00018191465170923975,9.57115851275805,True
Olive Leaf,24,0.00018191465170923975,9.57115851275805,True
Roots,24,0.00018191465170923975,9.57115851275805,True
Steam Accord,24,0.00018191465170923975,9.57115851275805,True
Tiramisu,24,0.00018191465170923975,9.57115851275805,True
Waffle,24,0.00018191465170923975,9.57115851275805,True
AMBROX® SUPER,23,0.00017433487455468808,9.611980507278306,True
Apple Leaf,23,0.00017433487455468808,9.611980507278306,True
Bourbon Pepper,23,0.00017433487455468808,9.611980507278306,True
Chinotto,23,0.00017433487455468808,9.611980507278306,True
Citrus Leaves,23,0.00017433487455468808,9.611980507278306,True
Corn,23,0.00017433487455468808,9.611980507278306,True
French Narcissus,23,0.00017433487455468808,9.611980507278306,True
Fresh Cream,23,0.00017433487455468808,9.611980507278306,True
Honeydew Melon,23,0.00017433487455468808,9.611980507278306,True
Indian Ginger,23,0.00017433487455468808,9.611980507278306,True
Japanese Plum,23,0.00017433487455468808,9.611980507278306,True
Marron glace,23,0.00017433487455468808,9.611980507278306,True
Pebbles,23,0.00017433487455468808,9.611980507278306,True
Peppertree,23,0.00017433487455468808,9.611980507278306,True
Peruvian Pepper,23,0.00017433487455468808,9.611980507278306,True
Propolis,23,0.00017433487455468808,9.611980507278306,True
Red Lily,23,0.00017433487455468808,9.611980507278306,True
Rose Jam,23,0.00017433487455468808,9.611980507278306,True
Saffiano Leather,23,0.00017433487455468808,9.611980507278306,True
Yogurt,23,0.00017433487455468808,9.611980507278306,True
Blue Rose,22,0.00016675509740013644,9.654540121697101,True
Cherry extract,22,0.00016675509740013644,9.654540121697101,True
Choya Ral,22,0.00016675509740013644,9.654540121697101,True
Cookie Dough,22,0.00016675509740013644,9.654540121697101,True
Cornflower or Sultan seeds,22,0.00016675509740013644,9.654540121697101,True
Croissant,22,0.00016675509740013644,9.654540121697101,True
Hiba,22,0.00016675509740013644,9.654540121697101,True
Pansy,22,0.00016675509740013644,9.654540121697101,True
Pear Wood,22,0.00016675509740013644,9.654540121697101,True
Puff Pastry,22,0.00016675509740013644,9.654540121697101,True
Sake,22,0.00016675509740013644,9.654540121697101,True
Spanish Jasmine,22,0.00016675509740013644,9.654540121697101,True
Tangelo,22,0.00016675509740013644,9.654540121697101,True
White Ginger,22,0.00016675509740013644,9.654540121697101,True
White Heliotrope,22,0.00016675509740013644,9.654540121697101,True
Yellow Fruits,22,0.00016675509740013644,9.654540121697101,True
Ambreine,21,0.00015917532024558478,9.698991884267935,True
Bakhoor,21,0.00015917532024558478,9.698991884267935,True
Belladonna,21,0.00015917532024558478,9.698991884267935,True
Citrus Leaf,21,0.00015917532024558478,9.698991884267935,True
Dried Rose,21,0.00015917532024558478,9.698991884267935,True
Egyptian Pelargonium,21,0.00015917532024558478,9.698991884267935,True
Galaxolide,21,0.00015917532024558478,9.698991884267935,True
Green Anjou Pears,21,0.00015917532024558478,9.698991884267935,True
Green Orange,21,0.00015917532024558478,9.698991884267935,True
Iced Lemon,21,0.00015917532024558478,9.698991884267935,True
Italian Cypress,21,0.00015917532024558478,9.698991884267935,True
Maninka,21,0.00015917532024558478,9.698991884267935,True
Mocha,21,0.00015917532024558478,9.698991884267935,True
Pataqueira,21,0.00015917532024558478,9.698991884267935,True
Safraleine,21,0.00015917532024558478,9.698991884267935,True
Star Fruit,21,0.00015917532024558478,9.698991884267935,True
Tahitian Gardenia,21,0.00015917532024558478,9.698991884267935,True
Tangerine Blossom,21,0.00015917532024558478,9.698991884267935,True
Balsamic Vinegar,20,0.0001515955430910331,9.745511899902828,True
Basil Leaf,20,0.0001515955430910331,9.745511899902828,True
