표현,accord,해당군 수,해당군 비율,전체 비율,배수,배수 CI하한,순환,신호
포근한,citrus,806,0.29245283018867924,0.41447103376037386,0.7056049913436427,0.6646291486579351,False,False
포근한,green,406,0.14731494920174165,0.21577632745145436,0.6827206252960476,0.6213966355479231,False,False
포근한,rose,308,0.11175616835994194,0.16380630086213843,0.6822458462937724,0.6104353855086302,False,False
포근한,fresh,443,0.1607402031930334,0.24027072758037224,0.6689961977963573,0.6119238067747234,False,False
포근한,fresh spicy,630,0.22859216255442671,0.34533881234388847,0.661935914480399,0.6165371780711774,False,False
포근한,patchouli,188,0.06821480406386067,0.10305374264765128,0.6619342714906761,0.5705966039522029,False,False
포근한,leather,160,0.05805515239477504,0.09934735315445975,0.5843653660758743,0.49648471092786434,False,False
포근한,tuberose,61,0.022133526850507984,0.03923938441704939,0.5640640692847118,0.4240862033240185,False,False
포근한,tropical,89,0.03229317851959362,0.06147772137619854,0.5252826194058667,0.4179266988362614,False,False
포근한,ozonic,63,0.022859216255442672,0.04463782128756748,0.5121042110944025,0.38710055545273103,False,False
포근한,aquatic,86,0.031204644412191583,0.06429780033840947,0.4853143380948744,0.3843551168231106,False,False
포근한,mossy,53,0.019230769230769232,0.04117315284827975,0.46707060063224454,0.3425377055088028,False,False
포근한,oud,68,0.02467343976777939,0.05615985819031504,0.43934298559241036,0.33621409696946253,False,False
포근한,marine,35,0.01269956458635704,0.03255176859237773,0.39013439624078516,0.2617060308226975,False,False
깨끗한,soapy,88,0.021760633036597428,0.009991136894690195,2.17799368239686,1.727909325418026,False,True
깨끗한,aquatic,459,0.11350148367952523,0.06429780033840947,1.7652467593315635,1.6131940517352419,False,True
깨끗한,aldehydic,201,0.04970326409495549,0.028764805414551606,1.727919357654041,1.4950506508402681,False,True
깨끗한,ozonic,294,0.07270029673590504,0.04463782128756748,1.6286703660456996,1.4493929182477248,False,True
깨끗한,fresh,1565,0.3869930761622156,0.24027072758037224,1.6106542817737284,1.5481753030764478,False,True
깨끗한,green,1327,0.3281404549950544,0.21577632745145436,1.5207435350797684,1.4536754611241032,False,True
깨끗한,conifer,69,0.017062314540059347,0.011441463218112964,1.4912703222301165,1.1424105490605112,False,False
깨끗한,bitter,32,0.00791295746785361,0.005559584239787286,1.4233002193265385,0.93210685949315,False,False
깨끗한,marine,187,0.046241345202769533,0.03255176859237773,1.4205478596821104,1.2217048242694422,False,False
깨끗한,musky,1795,0.44386745796241345,0.31931351220691323,1.390067883111661,1.3421112142863152,False,False
깨끗한,herbal,301,0.07443125618199802,0.05382322133591169,1.382883713285595,1.2325823826475595,False,False
깨끗한,citrus,2277,0.5630563798219584,0.41447103376037386,1.3584939210673261,1.3216093313707766,False,False
깨끗한,lavender,332,0.0820969337289812,0.06147772137619854,1.3353932431328777,1.1977691043561194,False,False
깨끗한,salty,119,0.02942631058358061,0.022238336959149143,1.323224422655141,1.0890009822949276,False,False
깨끗한,floral,1770,0.43768545994065283,0.3336556280718717,1.3117880326789284,1.2659608921518304,False,False
깨끗한,white floral,1422,0.3516320474777448,0.27693175408911447,1.2697426072872537,1.216601238526414,False,False
깨끗한,violet,275,0.06800197823936696,0.05575698976714205,1.2196135143479527,1.0804519033238056,False,False
깨끗한,fresh spicy,1693,0.4186449060336301,0.34533881234388847,1.2122729651851105,1.1682429582865352,False,False
깨끗한,aromatic,1959,0.4844213649851632,0.4123761179598743,1.1747076125109146,1.1373554205643244,False,False
깨끗한,mossy,183,0.045252225519287835,0.04117315284827975,1.0990711759684566,0.9434743719987859,False,False
깨끗한,iris,326,0.08061325420375866,0.07356377407138828,1.0958281466843907,0.9817667088755477,False,False
깨끗한,yellow floral,247,0.06107814045499505,0.05599871082104585,1.0907061887581921,0.958901731478302,False,False
깨끗한,rose,720,0.17804154302670624,0.16380630086213843,1.086902897444393,1.0149239479951175,False,False
깨끗한,earthy,604,0.1493570722057369,0.13802272177906696,1.082119453091302,1.0025243308202783,False,False
깨끗한,powdery,2076,0.5133531157270029,0.5068890500362582,1.0127524271638584,0.9823608902542612,False,False
깨끗한,fruity,1451,0.35880316518298716,0.3645153492869229,0.9843293729191099,0.9437730572288164,False,False
깨끗한,woody,2601,0.6431750741839762,0.6622351140117637,0.9712186209632959,0.9489224396308258,False,False
깨끗한,anis,44,0.010880316518298714,0.011280315848843767,0.964540059347181,0.681091388505155,False,False
깨끗한,soft spicy,389,0.09619188921859545,0.10289259527838208,0.9348766931025748,0.846553711679642,False,False
깨끗한,savory,34,0.008407517309594461,0.00926597373297881,0.9073538898206682,0.603643302901059,False,False
깨끗한,animalic,430,0.10633036597428289,0.11868503746676336,0.8959037149401391,0.8158518080337226,False,False
깨끗한,tropical,222,0.05489614243323442,0.06147772137619854,0.8929436746249966,0.7787496400518193,False,False
깨끗한,tuberose,129,0.031899109792284865,0.03923938441704939,0.8129360403122124,0.6749046368686613,False,False
깨끗한,sweet,1753,0.4334817012858556,0.5450809765530578,0.7952611078579089,0.767240224112306,False,False
