seed,trust@10,trust@20,knn_overlap@10,reminds_pct,n_edges
42,0.9191382113821138,0.8987182890855457,0.4875,0.17587939698492464,44.0
1,0.9232113821138211,0.8982890855457227,0.4875,0.1652581087254454,44.0
2,0.9211842818428184,0.9051548672566372,0.4855,0.1650296939241663,44.0
3,0.9218346883468834,0.9085176991150442,0.48349999999999993,0.18227501142074007,44.0
4,0.9213116531165312,0.9011843657817109,0.4789999999999999,0.14767016902695293,44.0
