candidate_family_id,canonical_brand,normalized_fragrance_name,commercial_identity_count,has_hwahae_signal,best_hwahae_rank,commercial_identity_ids,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,family_priority_rrf
cf_a8c7068f4c09,Rance 1795,오드라 꾸론느,1,False,,ci_3c138ae27883,,,64.0,0.008064516129032258
cf_c122f4842a09,어뮤즈,올영 한정,1,False,,ci_fd42acc0c3f9,,65.0,,0.008
cf_340fc7bc332c,Addct,네이키드 머스크 103,1,False,,ci_2203fd6a322c,,66.0,,0.007936507936507936
cf_fe3265f74440,Rance 1795,프랑수와찰스 포 맨,1,False,,ci_a31874bc1078,,,66.0,0.007936507936507936
cf_a5afdc7271ce,Jimmy Choo,아이 원 추,1,False,,ci_30370b03b0c1,,67.0,,0.007874015748031496
cf_e963059f3cf9,Rance 1795,유제니 포 우먼,1,False,,ci_15c399e96ac7,,,67.0,0.007874015748031496
cf_97d9b42e2ee2,Rance 1795,르방케 포 맨,1,False,,ci_b1d22fc8e5ed,,,68.0,0.0078125
cf_fd89150ab75c,Addct,네이키드 30mlX2,1,False,,ci_4f0e24e2b0ec,69.0,,,0.007751937984496124
cf_ac8ed9ff3d80,Rance 1795,유제니 포 우먼100ml 3종,1,False,,ci_4729f48f8c29,,,69.0,0.007751937984496124
cf_fe5d68bf8700,Montblanc,레전드 중,1,False,,ci_2fc2db319ecd,,71.0,,0.007633587786259542
cf_7901dce0a7d3,Rance 1795,데지레 포 우먼 3종,1,False,,ci_71fa21326226,,,71.0,0.007633587786259542
cf_c8d9cb091f5e,Lalique,라무르 100ml,1,False,,ci_77cc9879d419,,,72.0,0.007575757575757576
cf_34fb9b64215f,BMW Fragrances,M 1985,1,False,,ci_e308c32a4ecb,,,73.0,0.007518796992481203
cf_951ee298cd06,BMW Fragrances,M 1972,1,False,,ci_d2c39dca8ba1,,,74.0,0.007462686567164179
cf_334c40eb6f16,플르부아,히노끼 레더,1,False,,ci_d28b9495862b,75.0,,,0.007407407407407408
cf_b57440fcc667,Clean,& 파파야 파라다이스,1,False,,ci_d35f8c98bc46,,75.0,,0.007407407407407408
cf_30c63942d0b7,Youssoful,베리섹시 니치,1,False,,ci_2002333a4a42,76.0,,,0.007352941176470588
cf_7057fc031e0b,Banana Republic,네롤리 우드,1,False,,ci_6417c841663e,,,77.0,0.0072992700729927005
cf_308acded0589,세이리,오스만투스 엑스트레 드,1,False,,ci_e49b9948a045,78.0,,,0.007246376811594203
cf_6325e48efb4d,Laura Mercier,앰버바닐라,1,False,,ci_9e5e93b2c387,,78.0,,0.007246376811594203
cf_31f1cc25e405,Chloé,루미네즈,1,False,,ci_b0e2f4a43c26,,79.0,,0.007194244604316547
cf_ffd00184fd82,Nishane,헌드레드 사일런트 웨이즈 엑스트레 드,1,False,,ci_6525a252213c,,,79.0,0.007194244604316547
cf_f2f253e4a395,센슬,플로우 뮤트 플로우 미닛,1,False,,ci_dde36cf02aa1,80.0,,,0.007142857142857143
cf_abb63a33b39b,Jimmy Choo,아이 원 추 포에버,1,False,,ci_cde0bdb250ad,,80.0,,0.007142857142857143
cf_521022fab222,Nishane,난쉬 엑스트레 드,1,False,,ci_f87ccd37195b,,,80.0,0.007142857142857143
cf_1059b638e40f,Sennok,슬로우셉템버,1,False,,ci_fb38803bbfcc,82.0,,,0.007042253521126761
cf_f35c7fcc1934,Jimmy Choo,아이원추 르 파팡,1,False,,ci_b1e88853f76a,,82.0,,0.007042253521126761
cf_c38b292f7d7f,Vivienne Westwood,구름,1,False,,ci_30de9f13f79a,83.0,,,0.006993006993006993
cf_0ddd1d211dc1,Burberry,위크엔드 우먼,1,False,,ci_91832dbcb560,,83.0,,0.006993006993006993
cf_7308e75d0d85,투데이이즈,인마이메모리 오드,1,False,,ci_9fcfdb7b6424,84.0,,,0.006944444444444444
cf_e772f18b07c3,Rance 1795,오드프랑스,1,False,,ci_0dcf5a90e211,,,84.0,0.006944444444444444
cf_15ccf23bef1d,Burberry,포맨,1,False,,ci_8343895b72bc,,85.0,,0.006896551724137931
cf_9ed7cc2eed95,Essential Parfums,에센셜 벨벳아이리스 바이 도미니크 로피옹 2종,1,False,,ci_ccaf177d157d,,,85.0,0.006896551724137931
cf_81a0cf3b6456,그라펜,멀티 유즈 스프레이,1,False,,ci_80a9b463c540,86.0,,,0.00684931506849315
cf_c93e9591b3b7,Chloé,르,1,False,,ci_e244fce7bce0,,86.0,,0.00684931506849315
cf_7f61649e9e4d,Essential Parfums,에센셜 디바인 바닐 바이 올리비에 페슈 2종,1,False,,ci_e4a21527d71c,,,86.0,0.00684931506849315
cf_12194920ca66,Essential Parfums,에센셜 로즈 마그네틱 바이 소피라베 2종,1,False,,ci_dca33c49dbd3,,,87.0,0.006802721088435374
cf_29bc916eca15,Kenzo,플라워바이,2,False,,ci_1f86ce3efead|ci_69cfae7949a5,,88.0,,0.006756756756756757
cf_ba017921d6b6,Essential Parfums,에센셜 몽 베티버 바이 브루노 조바노빅 2종,1,False,,ci_7efb9f7918b8,,,88.0,0.006756756756756757
cf_63373fff6a96,Clean,클리어 쿨 코튼,1,False,,ci_ddb2869192fa,89.0,,,0.006711409395973154
cf_139b1d8dad8f,Burberry,터치 포 맨,1,False,,ci_3d6cd9885fad,,89.0,,0.006711409395973154
cf_0755eb3f2e8e,Essential Parfums,에센셜 패출리 마니아 바이 파브리스 펠레그린 2종,1,False,,ci_1078b76d0351,,,89.0,0.006711409395973154
cf_e48769f212ec,Essential Parfums,에센셜 네롤리 보타니카 바이 앤 플리포 2종,1,False,,ci_828fd587bcc8,,,90.0,0.006666666666666667
cf_5f48ea033b6b,Montale,아라비안 통카,1,False,,ci_48f88df72266,,,91.0,0.006622516556291391
cf_2a169a94354b,Calvin Klein,CK 디파이,1,False,,ci_e978ba807ebb,,92.0,,0.006578947368421052
cf_9c5f817444a2,Ralph Lauren,폴로 랄프 중,1,False,,ci_d2fcaaa64889,,93.0,,0.006535947712418301
cf_139e9cfdbf8c,퓨레앙스,골든 텐저린,1,False,,ci_acd5fe065a4e,,,93.0,0.006535947712418301
cf_6058ea79c9ba,Dolce&Gabbana,라이트 블루 리뉴얼,1,False,,ci_89d4dbdfbfef,94.0,,,0.006493506493506494
cf_af8e4636a59a,퓨레앙스,블랑 드 로즈,1,False,,ci_9dca89744659,,,94.0,0.006493506493506494
cf_fca0a5a78ea0,John Varvatos,아티산 퓨어,1,False,,ci_199e1eece1e7,95.0,,,0.0064516129032258064
cf_0121f14e22b4,퓨레앙스,플레르 머스크,1,False,,ci_788bf737ffe8,,,95.0,0.0064516129032258064
cf_1ee5bd2796bd,Ahro,풀 문 블로썸,2,False,,ci_f21db36f96f8|ci_03de43d04a1e,345.0,193.0,,0.006421704972429609
cf_66b8903ed33b,Yugen,INSPIRE,1,False,,ci_532319e5514b,96.0,,,0.00641025641025641
cf_6205e25bb11d,After Blow,,1,False,,ci_37b1716e6608,97.0,,,0.006369426751592357
cf_039b1356c0fa,든향,보라색 베이비 로션향 파자마,1,False,,ci_c0312168b64b,,97.0,,0.006369426751592357
cf_03f54dcd99eb,Kiss New York,엔믹스지우 스킨센트,1,False,,ci_cb304d30c259,,98.0,,0.006329113924050633
cf_b0feee733c20,퓨레앙스,블랙베리 베일,1,False,,ci_dacad42c2028,,,98.0,0.006329113924050633
cf_7c9955deb36d,헤트라스 뷰티,핸드메이드 아틀리에 티,1,False,,ci_8e966beaa7d3,99.0,,,0.006289308176100629
cf_bf470d66296f,Adidas,김재원 아디다스 스파크업 30ml,1,False,,ci_e24fb8fa9c57,,99.0,,0.006289308176100629
cf_d8ad0917e34c,Ex Nihilo,블루 탈리스만,1,False,,ci_aed707d08d34,100.0,,,0.00625
cf_ad1aee3891fa,Forment,박지훈 거울키링 시그니처 코튼메모리 포켓몬 에디션,1,False,,ci_9fb8efce2e13,,100.0,,0.00625
cf_8e52bf885c57,Lush,29 하이 스트릿,1,False,,ci_5b66cdd8fc5f,101.0,,,0.006211180124223602
cf_fdfc7b74a2c0,퓨레앙스,페어 가든,1,False,,ci_d68c89b83d25,,,101.0,0.006211180124223602
cf_d4012f57cc17,Maison Martin Margiela,레플리카 웬 더 레인 스탑스,1,False,,ci_cec1391bad56,102.0,,,0.006172839506172839
cf_be534eb70925,라멜린,청량한향 오션,1,False,,ci_ead2ce126fdc,,102.0,,0.006172839506172839
cf_613b6bbb6d11,슬로우허밍,릴리프,1,False,,ci_4fcbf0cd868b,103.0,,,0.006134969325153374
cf_d1b2e3b4e088,그라펜,무화과 우디 타투 원우드,1,False,,ci_d07b4e786ac6,,103.0,,0.006134969325153374
cf_1b6b621b6cb5,Versace,에로스플레임 1종,1,False,,ci_6c7d7de64d1a,,,103.0,0.006134969325153374
cf_4d7a281ab815,Versace,에로스 플레임,1,False,,ci_e72742290d76,,,104.0,0.006097560975609756
cf_10144bdee303,Calvin Klein,CK One 어워즈 한정,1,False,,ci_22174ff268e4,,105.0,,0.006060606060606061
cf_ac22c6945f9e,Sennok,,1,False,,ci_ac1a3e8aecee,107.0,,,0.005988023952095809
cf_0963e7952df4,Versace,오프레쉬 맨 1종,1,False,,ci_fb30d3e33775,,,107.0,0.005988023952095809
cf_be504e15e047,Stéphane Humbert Lucas 777,갓 오브 파이어 EAU DE PARFUM,1,False,,ci_25ae9e92691e,108.0,,,0.005952380952380952
cf_ac2c66cdb060,Dolce&Gabbana,리뉴얼 라이트블루,1,False,,ci_c0a10848ee51,,109.0,,0.005917159763313609
cf_433aa75c72cb,Nishane,멘트 투 비 씬 엑스트레 드,1,False,,ci_2667882908d6,,,109.0,0.005917159763313609
cf_19dad0597d0d,Lanvin,레 플레르 드 블루 오키드,1,False,,ci_7b1b0c3c97bf,,110.0,,0.0058823529411764705
cf_091ff970a215,Philosophy,원지안 어메이징 그레이스 발레로즈,1,False,,ci_df04693e4cb4,,111.0,,0.005847953216374269
cf_5134f96f93af,Nishane,헌드레드사일런트 웨이즈 엑스트레 드 3종,1,False,,ci_5ff6bd9e62a7,,,111.0,0.005847953216374269
cf_0643b1e24de8,Maison Martin Margiela,레플리카 네버 엔딩 썸머,1,False,,ci_bf8562dbb7c2,112.0,,,0.005813953488372093
cf_b2fdb88ae644,Nishane,난쉬 엑스트레 드 3종,1,False,,ci_961b6c888564,,,112.0,0.005813953488372093
cf_f99d479da0d8,Vivienne Westwood,명재현 로스트우드,1,False,,ci_71b9d531cf3b,113.0,,,0.005780346820809248
cf_d76c0d74ba2b,Atelier Faye,베이비 피치,1,False,,ci_a87ef349f868,,114.0,,0.005747126436781609
cf_40d8c80da8be,Banana Republic,피오니 & 페퍼콘,1,False,,ci_b9a4a5188aac,,,115.0,0.005714285714285714
cf_213619005ccf,RboW,로즈 퀴르,1,False,,ci_8edbde5051d7,,116.0,,0.005681818181818182
cf_b1a61ccbaebc,RboW,모노크롬,1,False,,ci_1029293a858d,,117.0,,0.005649717514124294
cf_51debd7cbd7c,Bentley,모멘텀 언브레이커블,1,False,,ci_cbb7b0330ab2,,,117.0,0.005649717514124294
cf_e8c56508c7a6,세이리,누드 엑스트레 드,1,False,,ci_b9e62a927dd4,118.0,,,0.0056179775280898875
cf_26b922f6ff5e,Ralph Lauren,폴로,1,False,,ci_cd172b21d5d3,119.0,,,0.00558659217877095
cf_5dd3acc95c30,Jaguar,이어러 리로리드,1,False,,ci_ee512d3fd83f,,,119.0,0.00558659217877095
cf_01a181d1b59d,로맨띠끄,명품 블랙베리&베이 블랙베리,1,False,,ci_fa40e8f891bc,,120.0,,0.005555555555555556
cf_5def6859991c,Jaguar,이어러 리로디드,1,False,,ci_58d98aa97d8b,,,120.0,0.005555555555555556
cf_642d4d4be19e,슬로우허밍,올영단독 미니 플라워너리 릴리프 플라워솝,1,False,,ci_e9ded798e88b,,121.0,,0.0055248618784530384
cf_a8422bb98e91,저스트에즈아이엠,무화과 수분충전 아이엠,1,False,,ci_8d3fd68851e5,,122.0,,0.005494505494505495
cf_fc95463a85a3,BMW Fragrances,베르가무드,1,False,,ci_b07c5a904a22,,,122.0,0.005494505494505495
cf_07f43bfd8b32,Nishane,아니 엑스트레 드,1,False,,ci_b5fded73abf9,,,123.0,0.00546448087431694
cf_5f421e1ca0b5,Maison Martin Margiela,레플리카 세일링 데이,1,False,,ci_efb07b8e1a13,124.0,,,0.005434782608695652
cf_06b308b242fd,Dolce&Gabbana,베스트 리뉴얼 라이트블루,1,False,,ci_f5f8a6517ebc,,124.0,,0.005434782608695652
cf_07c62b316683,센티카,시그니처 플레르 에끌로,1,False,,ci_28ce250d3949,125.0,,,0.005405405405405406
cf_8c663c17c6a8,Chloé,노마드,2,False,,ci_5f841369d660|ci_d586aa0a6484,,125.0,,0.005405405405405406
cf_aca1dbccdea5,Nishane,에게 엑스트레 드 3종,1,False,,ci_8df0e96b32ea,,,125.0,0.005405405405405406
cf_081f4800f765,Chloé,로즈탠저린,1,False,,ci_e9e3d3d4f4c3,,127.0,,0.0053475935828877
cf_15ab8e46d0b5,Banana Republic,벨벳 포메그레네이트 75ml,1,False,,ci_dedcc1bc3243,,,127.0,0.0053475935828877
cf_d9df97212003,Narciso Rodriguez,엉브레,1,False,,ci_6d23c4cc8ad3,,128.0,,0.005319148936170213
cf_3e03e67961e6,Rance 1795,마틸드 3종,1,False,,ci_bfb471bec2cb,,,128.0,0.005319148936170213
cf_4f80c7198073,Maison Martin Margiela,레플리카 업 앳 던,1,False,,ci_91145615bbf1,129.0,,,0.005291005291005291
cf_1e0c8741ef87,Mercedes-Benz,맨,1,False,,ci_7f39563a5790,,129.0,,0.005291005291005291
cf_331640275cb3,Replay,시크릿 포 우먼,1,False,,ci_87bf6ab870ca,,,129.0,0.005291005291005291
cf_fad911ab1a5a,춘몽,도플 Doppel Perfume,1,False,,ci_1ee603a82573,130.0,,,0.005263157894736842
cf_06f9249ad235,Postes,프롬 생트로페 2607 리뉴얼,1,False,,ci_995ff22a2add,,130.0,,0.005263157894736842
cf_062eb4a64939,Mancera,머스키 가든,1,False,,ci_d62c7422f3c9,,,130.0,0.005263157894736842
cf_8d36f92bbefa,Versace,브라이트 크리스탈 앱솔루,1,False,,ci_273373b93586,,,132.0,0.005208333333333333
cf_13facc73a65a,Narciso Rodriguez,포 허 퓨어 머스크,1,False,,ci_6f1a4c905a1d,133.0,,,0.0051813471502590676
cf_993faf12454a,Ariana Grande,땡큐 넥스트 중,1,False,,ci_8acb92ed35b3,,133.0,,0.0051813471502590676
cf_5a059ff4708c,Lanvin,레 플레르 드 랑방 워터 릴리,1,False,,ci_3e627a1be90a,134.0,,,0.005154639175257732
cf_83f763ec96d0,Clean,스트로베리필즈 중,1,False,,ci_d6f47d522967,,134.0,,0.005154639175257732
cf_550a57df6189,Huxley,포트브레스,1,False,,ci_f05320b774b8,,135.0,,0.005128205128205128
cf_91a9db25c751,Tenui,베어,1,False,,ci_de2d25789235,136.0,,,0.00510204081632653
cf_3aff32f2809e,Kiss New York,엔믹스릴리 앰버버번,1,False,,ci_afa8a883decc,,137.0,,0.005076142131979695
cf_13105055c047,Kuoca,와일드피치,1,False,,ci_9e3683e618f5,138.0,,,0.005050505050505051
cf_c5664c6a7ca4,Adidas,김재원 아디다스 해피필즈,1,False,,ci_061397e78705,,138.0,,0.005050505050505051
cf_e9b73492c6ee,Maison Martin Margiela,레플리카 온어데이트,1,False,,ci_ab36af4ff5b0,139.0,,,0.005025125628140704
cf_889c6b13efb3,Replay,탱크 플레이트 포 맨,1,False,,ci_d982e707ddbc,,,139.0,0.005025125628140704
cf_1cd4e3bb8a03,Elizabeth Arden,보,1,False,,ci_7f3e7adcd39e,140.0,,,0.005
cf_4d6a8c996a34,Atelier Faye,슬립핑 베이비,1,False,,ci_b58c9e05319d,,140.0,,0.005
cf_e50c2ec1f66f,Replay,시그니처 시크릿 포 우먼,1,False,,ci_2169b2f1510d,,,140.0,0.005
cf_4dd666d17f3a,리베르,금목서 플라워 소사이어티 Flower Society,1,False,,ci_27c1466023f4,141.0,,,0.004975124378109453
cf_d2f699856a66,그라펜,기프트 타투 원우드 선물,1,False,,ci_e0047f33d1fc,,141.0,,0.004975124378109453
cf_5482c20b23e5,TUMI,어웨이큰 08 00,1,False,,ci_07d09ab41d6d,,,141.0,0.004975124378109453
cf_b0399585ce21,Replay,소스 오브 라이프 포 우먼,1,False,,ci_60a36f908dca,,,142.0,0.0049504950495049506
cf_4f0b5dbf8150,Trussardi,르비드밀라노 디이탈리안 아티스트 오브 비아솔페리노EDP,1,False,,ci_9975d74312fa,,,143.0,0.0049261083743842365
cf_68e57a983f7a,Versace,에로스 에너지 1종,1,False,,ci_0212e7f4c6dc,,,144.0,0.004901960784313725
cf_2958af6edf7c,Vivienne Westwood,성호 론도24,1,False,,ci_546041f781eb,145.0,,,0.004878048780487805
cf_cfe454f436d2,Narciso Rodriguez,클린코튼향 나르시소 래디언트,1,False,,ci_da542ea22760,,145.0,,0.004878048780487805
cf_888859454e23,Philosophy,어메이징 그레이스,1,False,,ci_fb0dea544479,,146.0,,0.0048543689320388345
cf_88d9ac338dcd,Versace,브라이트 크리스탈 앱솔루 1종,1,False,,ci_389ff6daf20d,,,146.0,0.0048543689320388345
cf_19a05011aa8d,Sennok,베이비블러셔50ml,1,False,,ci_12bd605a8d47,147.0,,,0.004830917874396135
cf_865169db3f97,포엘리에,우디&머스크향 옴므,1,False,,ci_69104ca504fb,148.0,,,0.004807692307692308
cf_0f6ac39ed1f7,Vivienne Westwood,운학 콜린,1,False,,ci_13239fdc7c7a,149.0,,,0.004784688995215311
cf_64e29ee5dfc7,라퐁프,우드세이지앤씨솔트,1,False,,ci_d118d49fa626,150.0,,,0.004761904761904762
cf_18770a5d0256,Clean,퓨어솝 중,1,False,,ci_46384c7971c9,,150.0,,0.004761904761904762
cf_f9f9d6b27de7,Trussardi,르비드밀라노 디스트릭트 오브 노로,1,False,,ci_bbf72792ad02,,,151.0,0.004739336492890996
cf_5474d28dbfcc,Rance 1795,오 드 제피르,1,False,,ci_f12a519af9c5,,,152.0,0.0047169811320754715
cf_b94ac9272a26,리베르,장미 생화향 로즈 제스트 Rose Zest,1,False,,ci_22b490f019e7,153.0,,,0.004694835680751174
cf_a7ff4e6faa2a,누다라,우디 무화과향 우드마벨,1,False,,ci_c0c0fa5e9996,,153.0,,0.004694835680751174
cf_b4180d7f1058,Montale,아라비안스,1,False,,ci_d9e3d05906cb,,,153.0,0.004694835680751174
cf_95609e6b4782,헤레카,트렌디한 우디향 스모키우드,1,False,,ci_cd58bf00b394,,154.0,,0.004672897196261682
cf_871704abe269,Montale,바닐 압솔뤼,1,False,,ci_ec6da844c7a5,,,154.0,0.004672897196261682
cf_2ba1c4d112db,SW19,5pm,1,False,,ci_dd2b9244c21e,155.0,,,0.004651162790697674
cf_75d8501e6c90,Tenui,페더,1,False,,ci_15637f950a6e,156.0,,,0.004629629629629629
cf_d4d69038efe4,Lolita Lempicka,롤리타렘피카,1,False,,ci_a50613603e2e,157.0,,,0.004608294930875576
cf_3533993b18b6,Addct,보이드 우드,1,False,,ci_e7c642a19e91,,158.0,,0.0045871559633027525
cf_08ce3d5128d0,Montale,바닐라 케이크,1,False,,ci_47ce05cd8c6f,,,158.0,0.0045871559633027525
cf_9252f805da84,Coach,플로럴,1,False,,ci_526ec19a16c3,159.0,,,0.0045662100456621
cf_e437d3cbb2f1,Addct,웜 애프터눈,1,False,,ci_f28d24461591,,159.0,,0.0045662100456621
cf_9dda64c465e9,밀크하우스캔들,오일 썬 키스드 피오니,1,False,,ci_778b0b7da2b4,160.0,,,0.004545454545454545
cf_808e53410023,Hotel Dawson,셀프블룸 첫사랑,1,False,,ci_618755e0b4c7,,161.0,,0.004524886877828055
cf_a754e4dadb93,Vivienne Westwood,기프트패키지,1,False,,ci_930cf33cf7ca,162.0,,,0.0045045045045045045
cf_313f8c51cb12,Luafee,레몬비누향 스티미 솝,1,False,,ci_3e78a84654bb,,162.0,,0.0045045045045045045
cf_6d5c31a01738,Adidas,김재원 아디다스 풀 리차지 30ml,1,False,,ci_d725899bf33e,,163.0,,0.004484304932735426
cf_0ae601989c9c,Mancera,엠버 피버,1,False,,ci_59d00d38b234,,,163.0,0.004484304932735426
cf_82e0461d78ec,Versace,맨 오 플래쉬,1,False,,ci_d957da2d1808,164.0,,,0.004464285714285714
cf_b947984751cf,Atelier Faye,던 인 오슬로,1,False,,ci_c71a131731e4,,164.0,,0.004464285714285714
cf_4a7ed06cecca,Mancera,세드라 부아제,1,False,,ci_f2f04563896f,,,164.0,0.004464285714285714
cf_d1447106a844,벨벳바니,스킨 포에버영,1,False,,ci_260b8737227d,,165.0,,0.0044444444444444444
cf_8baaeb375c00,RboW,앰버생귄,1,False,,ci_67d99819899e,167.0,,,0.004405286343612335
cf_348223219ca0,Addct,에탄올 FREE 버베나 레인,1,False,,ci_123cfe17aff2,,167.0,,0.004405286343612335
cf_f6ed85075361,Calvin Klein,씨케이원,1,False,,ci_8464256d016c,169.0,,,0.004366812227074236
cf_18c95e64f42b,Dolce&Gabbana,베스트 리뉴얼 라이트블루 뿌르 옴므,1,False,,ci_63034975f070,,170.0,,0.004347826086956522
cf_9a1d4aa3ac51,Mancera,코스믹 페퍼,1,False,,ci_d315de036a0e,,,170.0,0.004347826086956522
cf_a9d4f7d2ff3a,Bussi,해피벌쓰데이,1,False,,ci_7d5b2da6bd1e,171.0,,,0.004329004329004329
cf_fb71805cd6ed,Montale,데이 드림즈,1,False,,ci_0381d47c8406,,,171.0,0.004329004329004329
cf_6053689b24d0,SW19,6am,1,False,,ci_497d08e59bab,172.0,,,0.004310344827586207
cf_50e61e524396,Chloé,나츄렐,1,False,,ci_c565283367da,,172.0,,0.004310344827586207
cf_ca6bbdb83298,Trussardi,르비드밀라노 비하인드 더 커튼 피아차 라스칼라,1,False,,ci_938c20fbc0d3,,,172.0,0.004310344827586207
cf_73b28910e608,Adidas,아디다스 바이브 스파크 업,1,False,,ci_9dc4ddf6a982,173.0,,,0.004291845493562232
cf_126d4e25ea8e,Trussardi,르비드밀라노 아이비콜리 피오리 치아리,1,False,,ci_54dcd14cd0b1,,,173.0,0.004291845493562232
cf_4ac474fd91e8,플르부아,모닝소일,1,False,,ci_31a28acedf24,174.0,,,0.004273504273504274
cf_fdb9ce382036,Trussardi,르비드밀라노 워킹인 포르타 베네치아,1,False,,ci_2b2dcf87238b,,,174.0,0.004273504273504274
cf_55ba050fd4e0,RboW,도쿄 스트라이프,1,False,,ci_c389c44c881a,175.0,,,0.00425531914893617
cf_36b5d62a96f1,Trussardi,르비드밀라노 디이탈리안 아티스트 비아솔페리노 EDP100ml,1,False,,ci_d7e4b6dd1cf0,,,175.0,0.00425531914893617
cf_bc0cb6032d46,Coach,우먼,1,False,,ci_4c068584014c,176.0,,,0.00423728813559322
cf_9dd6be53f5ea,Trussardi,르비드밀라노 비하인더커튼 피아차 라스칼라EDP,1,False,,ci_e2bc8eed511e,,,176.0,0.00423728813559322
cf_aafbcb08d78e,Versace,맨 오 프레쉬,1,False,,ci_9825f4c137fe,,177.0,,0.004219409282700422
cf_bdb35a3f1adf,Trussardi,르비드밀라노 아이비콜리 비아 피오리 치아리EDP,1,False,,ci_00a33e55aff9,,,177.0,0.004219409282700422
cf_a594e12f8f3f,Lush,무민 무민밸리,1,False,,ci_ff5de9a9b99e,178.0,,,0.004201680672268907
cf_fdbcafebf041,Lanvin,에끌라 드 아르페쥬 화이트 티,1,False,,ci_21e1d1f3e3be,,178.0,,0.004201680672268907
cf_3a6aab83ce41,Trussardi,르비드밀라노 알바수이 나빌리,1,False,,ci_c59ba142b294,,,178.0,0.004201680672268907
cf_2a70e16c79a8,Mancera,체리 체리,1,False,,ci_0b77f29fee74,,,179.0,0.0041841004184100415
cf_032c648f4900,Issey Miyake,뤼미에르 디세이,1,False,,ci_ce3d6cf26038,,180.0,,0.004166666666666667
cf_16a7259a4110,Mancera,친퀘 테레,1,False,,ci_8fc9d9da835c,,,180.0,0.004166666666666667
cf_0653fa66fc85,Narciso Rodriguez,포 힘 블루 느와르,1,False,,ci_53cfaa111d0d,181.0,,,0.004149377593360996
cf_e76b00d444c5,Montblanc,레전드 스피릿,1,False,,ci_601bb9c6684d,,181.0,,0.004149377593360996
cf_027e9f40148c,Mancera,블랙 골드,1,False,,ci_9d2eaf5bd206,,,181.0,0.004149377593360996
cf_b77089f53246,Narciso Rodriguez,포 허,1,False,,ci_53ea5c255a06,,182.0,,0.004132231404958678
cf_22aaea243c46,Mercedes-Benz,맨 프레쉬,1,False,,ci_1ae8327ff37a,,183.0,,0.00411522633744856
cf_84f7b41e823c,Nishane,아니 엑스트레 드 3종,1,False,,ci_f1a7e056026a,,,183.0,0.00411522633744856
cf_287df7ccdef3,Clean,클래식 레인,1,False,,ci_0f5b3a1e90a1,184.0,,,0.004098360655737705
cf_4a117d51e791,Michael Kors,마이클 코어스 고저스,1,False,,ci_58725aaf12a6,,184.0,,0.004098360655737705
cf_3362b8e71c2d,Philosophy,퓨어 그레이스,1,False,,ci_557fad01877a,,185.0,,0.004081632653061225
cf_e493f28a1d1f,Nishane,페보니우스 런던엑스트레 드 3종,1,False,,ci_5a2e37211d45,,,186.0,0.0040650406504065045
cf_24fa553c51bb,Montale,인피니티,1,False,,ci_cc5699938bed,,,187.0,0.004048582995951417
cf_c4fcdf26efac,Atelier Faye,마이스킨벗베터,1,False,,ci_d0f1ec6b5268,189.0,,,0.004016064257028112
cf_7ef0e76d2dec,Postes,프롬 서울,1,False,,ci_5ad764814230,,189.0,,0.004016064257028112
cf_86151ee716da,Calvin Klein,CK 에브리원,1,False,,ci_c854a702a4f1,,190.0,,0.004
cf_dc6ee3ba5d1f,에이오지,레이,1,False,,ci_90e038c982e8,191.0,,,0.00398406374501992
cf_516f4d06f764,RboW,지원 케이스 스터디 앰버 생귄,1,False,,ci_b702a0d98e3d,,191.0,,0.00398406374501992
cf_233f6a6f8e57,Montale,솔레이 드 카프리,1,False,,ci_a07995306f61,,,191.0,0.00398406374501992
cf_524da9ca314e,시머스,애프터 샤워,1,False,,ci_df87c84ede43,192.0,,,0.003968253968253968
cf_d5ec209ae57b,Parfums Berdoues,그랑크뤼 과리아 모라다,1,False,,ci_73a08f4ff6ee,,,192.0,0.003968253968253968
cf_b87f808d6ec9,John Varvatos,XX 아티산 틸,1,False,,ci_f450a6755aed,193.0,,,0.003952569169960474
cf_d5a59de54f81,Parfums Berdoues,콜렉 션 그랑크뤼 펑라이,1,False,,ci_2741ea11a23d,,,193.0,0.003952569169960474
cf_ff14c10b3fa7,Lanvin,모던 프린세스,1,False,,ci_41d60a0e2fa1,194.0,,,0.003937007874015748
cf_e158d45f06b7,리베르,금목서 플라워 소사이어티,1,False,,ci_d32688a3529e,,194.0,,0.003937007874015748
cf_4f8403d636af,Elizabeth Arden,5번가,1,False,,ci_9e0bd95ecae5,195.0,,,0.00392156862745098
cf_b0537ca31deb,Atelier des Ors,느와 바이 나이트,1,False,,ci_0c2c64f28c57,,,195.0,0.00392156862745098
cf_7c7a8e3522b4,Maison Martin Margiela,레플리카 버블 바스,1,False,,ci_ea64a82edfc9,196.0,,,0.00390625
cf_6e89820e43e4,Versace,베르사체 크리스탈 에메랄드,1,False,,ci_30d2393db880,197.0,,,0.0038910505836575876
cf_32514f02066c,Jaguar,이어러,1,False,,ci_bd6e43db5574,,,197.0,0.0038910505836575876
cf_25db075599c6,Bussi,아브라카다멈,1,False,,ci_0261ff4bed40,198.0,,,0.003875968992248062
cf_4ad88ef968a9,Holibanum,썸머 브레이크,1,False,,ci_cac2aeac5d89,,198.0,,0.003875968992248062
cf_eb226a7af12e,TUMI,키네틱,1,False,,ci_f53b2c73d710,,,198.0,0.003875968992248062
