map_identity_id,fragrantica_id,fragrantica_brand,fragrantica_name,fragrantica_year,commercial_identity_ids,commercial_identity_count,has_purchase_signal,has_hwahae_signal,best_hwahae_rank,purchase_overlap_statuses,accord_count,note_count,map_identity_conflict,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,purchase_rrf_k20,purchase_rrf_k60,purchase_rrf_k100,purchase_rrf_without_musinsa,purchase_rrf_without_oliveyoung,purchase_rrf_without_lotte,map_ready,selection_rank,selection_status,selection_basis
fragrantica:6458,6458,Byredo,Bal d'Afrique,2009.0,ci_062f12f6c251,1,False,True,26.0,NO_MATCH,8,7,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,16,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:1483,1483,Chanel,Chance Eau Fraiche,2007.0,ci_a1ab120d463f,1,False,True,32.0,NO_MATCH,8,12,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,17,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:56741,56741,Ariana Grande,"Thank U, Next",2019.0,ci_9a08a16f5b5e|ci_8acb92ed35b3,2,True,True,33.0,MATCH,8,6,False,,31.0,,0.0196078431372549,0.01098901098901099,0.007633587786259542,0.01098901098901099,0.0,0.01098901098901099,True,18,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:1360,1360,Chanel,Chanel N°5 Eau Premiere,2008.0,ci_c64418cfae23,1,False,True,34.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,19,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:131717,131717,Diptyque,Fleur de Peau,2018.0,ci_3a60949bd23c,1,False,True,36.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,20,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:607,607,Chanel,Allure Homme Sport,2004.0,ci_144c02ac2e8c,1,False,True,37.0,NO_MATCH,8,13,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,21,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:39970,39970,Ariana Grande,Sweet Like Candy,2016.0,ci_b1466cebe3b7|ci_6a46ead3c476,2,True,True,38.0,MATCH,8,11,False,294.0,39.0,,0.02013386591816906,0.012925868858072249,0.009732315670306396,0.010101010101010102,0.002824858757062147,0.012925868858072249,True,22,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:31661,31661,Ariana Grande,Ari,2015.0,ci_8320393300a0,1,True,True,39.0,MATCH,8,9,False,,199.0,,0.0045662100456621,0.003861003861003861,0.0033444816053511705,0.003861003861003861,0.0,0.003861003861003861,True,23,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:30796,30796,Chanel,Chance Eau Vive,2015.0,ci_7b7aed26cc5b,1,False,True,41.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,24,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:12192,12192,Tom Ford,Neroli Portofino,2011.0,ci_62e83b955e8e,1,False,True,43.0,NO_MATCH,8,14,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,25,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:48478,48478,Lanvin,Modern Princess Eau Sensuelle,2018.0,ci_bd02a2fbb9cf,1,False,True,44.0,NO_MATCH,8,11,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,26,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:18,18,Hermès,Un Jardin Sur Le Nil,2005.0,ci_af915105c9d6,1,False,True,45.0,NO_MATCH,8,14,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,27,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:46187,46187,Jo Malone London,English Oak & Hazelnut,2017.0,ci_7140e79c0934,1,False,True,47.0,NO_MATCH,7,3,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,28,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:68578,68578,Gucci,Flora Gorgeous Gardenia,2021.0,ci_a43934ab0bfc,1,False,True,48.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,29,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:27040,27040,Byredo,Mojave Ghost,2014.0,ci_08444c325013,1,False,True,49.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,30,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:52359,52359,Chanel,Chance Eau Tendre Eau de Parfum,2019.0,ci_389cfde1d598,1,False,True,50.0,NO_MATCH,8,5,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,31,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:12201,12201,Le Labo,Santal 33,2011.0,ci_293208b599e8,1,False,True,53.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,32,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:9405,9405,Lanvin,Marry Me,2010.0,ci_3637be30a1f2,1,True,True,54.0,MATCH,8,9,False,,87.0,,0.009345794392523364,0.006802721088435374,0.0053475935828877,0.006802721088435374,0.0,0.006802721088435374,True,33,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:64167,64167,Aesop,Rozu,2020.0,ci_a616dd0ed39d,1,False,True,55.0,NO_MATCH,8,14,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,34,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:131985,131985,Huxley,Moroccan Gardener,,ci_62c43a95d372,1,False,True,56.0,NO_MATCH,8,5,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,35,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:10314,10314,Jo Malone London,English Pear & Freesia,2010.0,ci_c55267126886,1,False,True,57.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,36,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:653,653,Salvatore Ferragamo,Incanto Charms,2006.0,ci_74dd483efbfd,1,False,True,58.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,37,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:536,536,Estée Lauder,Pleasures,1995.0,ci_7950ebae05bd,1,False,True,61.0,NO_MATCH,8,19,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,38,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:68416,68416,Clean,Pure Soap,2021.0,ci_e4de5fac0d9b|ci_46384c7971c9,2,True,True,62.0,MATCH,8,9,False,68.0,150.0,,0.017245989304812834,0.012574404761904762,0.009952380952380952,0.004761904761904762,0.0078125,0.012574404761904762,True,39,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:632,632,Versace,Bright Crystal,2006.0,ci_72b3ebd6097d|ci_f87fae9b0c0e,2,True,True,63.0,MATCH,8,9,False,35.0,,8.0,0.05389610389610389,0.025232198142414862,0.016666666666666666,0.014705882352941176,0.025232198142414862,0.010526315789473684,True,40,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:3575,3575,Byredo,Gypsy Water,2008.0,ci_71ebbf36734f,1,False,True,65.0,NO_MATCH,8,10,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,41,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:12310,12310,Jo Malone London,Wild Bluebell,2011.0,ci_d9f02e55e685,1,False,True,66.0,NO_MATCH,8,8,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,42,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:56077,56077,Yves Saint Laurent,Libre,2019.0,ci_967f46658c28,1,False,True,67.0,NO_MATCH,8,11,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,43,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:73661,73661,Santa Maria Novella,Angeli di Firenze,2006.0,ci_f3536fc87e94,1,False,True,70.0,NO_MATCH,8,10,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,44,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:50384,50384,Ariana Grande,Cloud,2018.0,ci_801a083b87d3,1,True,True,72.0,MATCH,8,9,False,,112.0,,0.007575757575757576,0.005813953488372093,0.0047169811320754715,0.005813953488372093,0.0,0.005813953488372093,True,45,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:17798,17798,Byredo,Inflorescence,2013.0,ci_e482bce17fd1,1,False,True,73.0,NO_MATCH,8,5,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,46,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:56076,56076,Chanel,Gabrielle Essence,2019.0,ci_32a3c5eeb16c,1,False,True,75.0,NO_MATCH,8,14,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,47,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:5484,5484,Jo Malone London,Red Roses,2001.0,ci_dd74e4775403,1,False,True,76.0,NO_MATCH,8,5,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,48,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:5585,5585,Jo Malone London,Lime Basil & Mandarin,1999.0,ci_df148be1ae47,1,False,True,77.0,NO_MATCH,8,9,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,49,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:109563,109563,Sennok,After Bath,,ci_c66ebe22a527,1,True,True,78.0,MATCH,8,9,False,45.0,,,0.015384615384615385,0.009523809523809525,0.006896551724137931,0.0,0.009523809523809525,0.009523809523809525,True,50,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:42944,42944,Calvin Klein,CK All,2017.0,ci_ecf6117c3a16,1,True,True,79.0,MATCH,8,10,False,,41.0,,0.01639344262295082,0.009900990099009901,0.0070921985815602835,0.009900990099009901,0.0,0.009900990099009901,True,51,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:75642,75642,Dior,J'adore Parfum d'Eau,2022.0,ci_86e8202df97e,1,False,True,81.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,52,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:11784,11784,Montblanc,Legend,2011.0,ci_736dd9e89d13,1,True,True,84.0,MATCH,8,12,False,,195.0,,0.004651162790697674,0.00392156862745098,0.003389830508474576,0.00392156862745098,0.0,0.00392156862745098,True,53,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:275,275,Calvin Klein,CK be,1996.0,ci_bef9410756d3,1,True,True,86.0,MATCH,8,18,False,,30.0,,0.02,0.011111111111111112,0.007692307692307693,0.011111111111111112,0.0,0.011111111111111112,True,54,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:108962,108962,Tamburins,Pumkini,2025.0,ci_5ca8c2d44a98,1,False,True,87.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,55,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:10464,10464,Frederic Malle,Portrait of a Lady,2010.0,ci_d06dbb3cb628,1,False,True,90.0,NO_MATCH,8,19,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,56,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:18767,18767,Jo Malone London,Peony & Blush Suede,2013.0,ci_b56d0e0e5a5c,1,False,True,91.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,57,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:72606,72606,Yves Saint Laurent,Mon Paris Lumière,2022.0,ci_8f843e5cde59,1,False,True,94.0,NO_MATCH,8,7,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,58,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:31861,31861,Dior,Sauvage,2015.0,ci_9b8e78586ef0,1,False,True,95.0,NO_MATCH,8,12,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,59,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:79437,79437,Jo Malone London,Earl Grey & Cucumber,2022.0,ci_8911952ed170,1,False,True,96.0,NO_MATCH,8,6,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,60,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:52002,52002,Montblanc,Explorer,2019.0,ci_5b7152a05a88,1,True,True,97.0,MATCH,8,9,False,71.0,25.0,,0.03321123321123321,0.019398293668612482,0.013847953216374269,0.011764705882352941,0.007633587786259542,0.019398293668612482,True,61,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:2271,2271,Lanvin,Rumeur 2 Rose,2006.0,ci_44a09a59b93d,1,False,True,99.0,NO_MATCH,8,15,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,62,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:3865,3865,Diptyque,Philosykos Eau de Parfum,1996.0,ci_35680c3bc0ca,1,False,True,100.0,NO_MATCH,8,7,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,63,TOP200,HWAHAE_MAP_READY_INCLUSION
fragrantica:644,644,Versace,Versace Man Eau Fraiche,2006.0,ci_8798439946b7|ci_2349a2481b25|ci_fb30d3e33775,3,True,False,,,8,14,False,,186.0,15.0,0.03342579750346741,0.017398373983739838,0.01219215567041654,0.017398373983739838,0.013333333333333334,0.0040650406504065045,True,64,TOP200,PURCHASE_RRF_FILL
fragrantica:2186,2186,Montale,Chocolate Greedy,2007.0,ci_1788671841a1,1,True,False,,,8,6,False,,,2.0,0.045454545454545456,0.016129032258064516,0.00980392156862745,0.016129032258064516,0.016129032258064516,0.0,True,65,TOP200,PURCHASE_RRF_FILL
fragrantica:92647,92647,Versace,Eros Energy,2024.0,ci_76232424e429|ci_0212e7f4c6dc,2,True,False,,,8,12,False,,,3.0,0.043478260869565216,0.015873015873015872,0.009708737864077669,0.015873015873015872,0.015873015873015872,0.0,True,66,TOP200,PURCHASE_RRF_FILL
fragrantica:65792,65792,Jaguar,Jaguar Classic Electric Sky,2020.0,ci_759aaa61d109,1,True,False,,,8,9,False,,,4.0,0.041666666666666664,0.015625,0.009615384615384616,0.015625,0.015625,0.0,True,67,TOP200,PURCHASE_RRF_FILL
fragrantica:96192,96192,Lalique,Soleil Lunar,2024.0,ci_1a909149b802,1,True,False,,,8,9,False,,,5.0,0.04,0.015384615384615385,0.009523809523809525,0.015384615384615385,0.015384615384615385,0.0,True,68,TOP200,PURCHASE_RRF_FILL
fragrantica:39181,39181,Mancera,Aoud Lemon Mint,2016.0,ci_5ce232d05e65,1,True,False,,,8,13,False,,,6.0,0.038461538461538464,0.015151515151515152,0.009433962264150943,0.015151515151515152,0.015151515151515152,0.0,True,69,TOP200,PURCHASE_RRF_FILL
fragrantica:53671,53671,Parfums Berdoues,Azur Riviera,2019.0,ci_2f9d3332dc12,1,True,False,,,8,4,False,,,7.0,0.037037037037037035,0.014925373134328358,0.009345794392523364,0.014925373134328358,0.014925373134328358,0.0,True,70,TOP200,PURCHASE_RRF_FILL
fragrantica:64022,64022,Banana Republic,Metal Rain,2020.0,ci_36159d40c5bd,1,True,False,,,8,12,False,,,9.0,0.034482758620689655,0.014492753623188406,0.009174311926605505,0.014492753623188406,0.014492753623188406,0.0,True,71,TOP200,PURCHASE_RRF_FILL
fragrantica:37603,37603,Nishane,Fan Your Flames,2016.0,ci_7e172f0085d9,1,True,False,,,8,6,False,,,10.0,0.03333333333333333,0.014285714285714285,0.00909090909090909,0.014285714285714285,0.014285714285714285,0.0,True,72,TOP200,PURCHASE_RRF_FILL
fragrantica:74740,74740,Banana Republic,Midnight Hour,2022.0,ci_63702fd83c27,1,True,False,,,8,11,False,,,11.0,0.03225806451612903,0.014084507042253521,0.009009009009009009,0.014084507042253521,0.014084507042253521,0.0,True,73,TOP200,PURCHASE_RRF_FILL
fragrantica:45029,45029,Banana Republic,90 Pure White,2017.0,ci_17431ee1f5b7,1,True,False,,,8,9,False,,,12.0,0.03125,0.013888888888888888,0.008928571428571428,0.013888888888888888,0.013888888888888888,0.0,True,74,TOP200,PURCHASE_RRF_FILL
fragrantica:106298,106298,BMW Fragrances,Bergamood,2025.0,ci_db310e94e234|ci_b07c5a904a22,2,True,False,,,8,8,False,,,13.0,0.030303030303030304,0.0136986301369863,0.008849557522123894,0.0136986301369863,0.0136986301369863,0.0,True,75,TOP200,PURCHASE_RRF_FILL
fragrantica:1923,1923,Rance 1795,Le Vainqueur,2005.0,ci_372f702bf714|ci_b1d22fc8e5ed,2,True,False,,,8,17,False,,,14.0,0.029411764705882353,0.013513513513513514,0.008771929824561403,0.013513513513513514,0.013513513513513514,0.0,True,76,TOP200,PURCHASE_RRF_FILL
fragrantica:93865,93865,SW19,Midnight,,ci_ae8fc927ce80,1,True,False,,,8,7,False,15.0,,,0.02857142857142857,0.013333333333333334,0.008695652173913044,0.0,0.013333333333333334,0.013333333333333334,True,77,TOP200,PURCHASE_RRF_FILL
fragrantica:95034,95034,Youssoful,Saint Moritz,2021.0,ci_124bd000dfcf,1,True,False,,,8,6,False,16.0,,,0.027777777777777776,0.013157894736842105,0.008620689655172414,0.0,0.013157894736842105,0.013157894736842105,True,78,TOP200,PURCHASE_RRF_FILL
fragrantica:116396,116396,Montale,Be My Plum,2025.0,ci_8834b2618482,1,True,False,,,8,10,False,,,17.0,0.02702702702702703,0.012987012987012988,0.008547008547008548,0.012987012987012988,0.012987012987012988,0.0,True,79,TOP200,PURCHASE_RRF_FILL
fragrantica:74107,74107,Mancera,Jasmin Exclusif,2022.0,ci_3b1cfc988a42,1,True,False,,,8,10,False,,,18.0,0.02631578947368421,0.01282051282051282,0.00847457627118644,0.01282051282051282,0.01282051282051282,0.0,True,80,TOP200,PURCHASE_RRF_FILL
fragrantica:1929,1929,Rance 1795,Josephine,2005.0,ci_77ef68d53564|ci_f8922395ef1b,2,True,False,,,8,20,False,,,19.0,0.02564102564102564,0.012658227848101266,0.008403361344537815,0.012658227848101266,0.012658227848101266,0.0,True,81,TOP200,PURCHASE_RRF_FILL
fragrantica:90739,90739,Montale,Bubble Forever,2024.0,ci_d1e694f37a14,1,True,False,,,8,12,False,,,20.0,0.025,0.0125,0.008333333333333333,0.0125,0.0125,0.0,True,82,TOP200,PURCHASE_RRF_FILL
fragrantica:44174,44174,Nishane,Hacivat,2017.0,ci_723799ff0906,1,True,False,,,8,8,False,,,21.0,0.024390243902439025,0.012345679012345678,0.008264462809917356,0.012345679012345678,0.012345679012345678,0.0,True,83,TOP200,PURCHASE_RRF_FILL
fragrantica:35456,35456,John Varvatos,Artisan Blu,2016.0,ci_135a36451863,1,True,False,,,8,15,False,120.0,90.0,,0.016233766233766232,0.012222222222222223,0.009808612440191388,0.006666666666666667,0.005555555555555556,0.012222222222222223,True,84,TOP200,PURCHASE_RRF_FILL
fragrantica:30567,30567,Nishane,Wulóng Chá,2015.0,ci_6b994e4f8017,1,True,False,,,8,8,False,,,22.0,0.023809523809523808,0.012195121951219513,0.00819672131147541,0.012195121951219513,0.012195121951219513,0.0,True,85,TOP200,PURCHASE_RRF_FILL
fragrantica:8339,8339,John Varvatos,Artisan Black,2010.0,ci_ce6521f1d93a,1,True,False,,,8,18,False,168.0,70.0,,0.016430260047281323,0.012078272604588394,0.00961369622475856,0.007692307692307693,0.0043859649122807015,0.012078272604588394,True,86,TOP200,PURCHASE_RRF_FILL
fragrantica:54976,54976,Rance 1795,Désirée,2019.0,ci_06fde7bcef85|ci_71fa21326226,2,True,False,,,8,17,False,,,23.0,0.023255813953488372,0.012048192771084338,0.008130081300813009,0.012048192771084338,0.012048192771084338,0.0,True,87,TOP200,PURCHASE_RRF_FILL
fragrantica:87956,87956,Rance 1795,Mathilde,2023.0,ci_ede5ddfd0fce|ci_bfb471bec2cb,2,True,False,,,8,16,False,,,24.0,0.022727272727272728,0.011904761904761904,0.008064516129032258,0.011904761904761904,0.011904761904761904,0.0,True,88,TOP200,PURCHASE_RRF_FILL
fragrantica:95642,95642,Issey Miyake,Le Sel d’Issey,2024.0,ci_09d4167c0459|ci_ead83e6160b4,2,True,False,,,8,6,False,114.0,104.0,,0.015527202696196438,0.011844687412391365,0.009574857980575408,0.006097560975609756,0.005747126436781609,0.011844687412391365,True,89,TOP200,PURCHASE_RRF_FILL
fragrantica:50790,50790,Essential Parfums,The Musc,2018.0,ci_943d8f44d22e,1,True,False,,,8,5,False,,,25.0,0.022222222222222223,0.011764705882352941,0.008,0.011764705882352941,0.011764705882352941,0.0,True,90,TOP200,PURCHASE_RRF_FILL
fragrantica:50786,50786,Essential Parfums,Orange X Santal,2018.0,ci_efe9bf7b788d,1,True,False,,,8,5,False,,,26.0,0.021739130434782608,0.011627906976744186,0.007936507936507936,0.011627906976744186,0.011627906976744186,0.0,True,91,TOP200,PURCHASE_RRF_FILL
fragrantica:121230,121230,Elizabeth Arden,Green Tea Strawberry Basil,2025.0,ci_4a2f80f67c34,1,True,False,,,8,10,False,111.0,115.0,,0.015040995193666949,0.011562238930659982,0.00939049928358867,0.005714285714285714,0.005847953216374269,0.011562238930659982,True,92,TOP200,PURCHASE_RRF_FILL
fragrantica:3024,3024,Clean,Clean Warm Cotton,2007.0,ci_28ef15b9cc2a|ci_d49aa1d6db5e,2,True,False,,,8,8,False,,27.0,,0.02127659574468085,0.011494252873563218,0.007874015748031496,0.011494252873563218,0.0,0.011494252873563218,True,93,TOP200,PURCHASE_RRF_FILL
fragrantica:73092,73092,Essential Parfums,Fig Infusion,2022.0,ci_479dbdac0a43,1,True,False,,,8,9,False,,,27.0,0.02127659574468085,0.011494252873563218,0.007874015748031496,0.011494252873563218,0.011494252873563218,0.0,True,94,TOP200,PURCHASE_RRF_FILL
fragrantica:106299,106299,BMW Fragrances,Amberness,2025.0,ci_2a6bca13c7e1|ci_0b81c33195e9,2,True,False,,,8,8,False,,,29.0,0.02040816326530612,0.011235955056179775,0.007751937984496124,0.011235955056179775,0.011235955056179775,0.0,True,95,TOP200,PURCHASE_RRF_FILL
fragrantica:31436,31436,Parfums Berdoues,Assam of India,2015.0,ci_8340a84c1a24,1,True,False,,,8,3,False,,,31.0,0.0196078431372549,0.01098901098901099,0.007633587786259542,0.01098901098901099,0.01098901098901099,0.0,True,96,TOP200,PURCHASE_RRF_FILL
fragrantica:890,890,Ralph Lauren,Polo,1978.0,ci_489e92661f61,1,True,False,,,8,21,False,88.0,179.0,,0.014284384887399963,0.0109408571751668,0.008903378326851216,0.0041841004184100415,0.006756756756756757,0.0109408571751668,True,97,TOP200,PURCHASE_RRF_FILL
fragrantica:5534,5534,John Varvatos,Artisan,2009.0,ci_ecc1ed6c7ff8,1,True,False,,,8,11,False,,34.0,,0.018518518518518517,0.010638297872340425,0.007462686567164179,0.010638297872340425,0.0,0.010638297872340425,True,98,TOP200,PURCHASE_RRF_FILL
fragrantica:72796,72796,Mancera,Intense Cedrat Boise,2021.0,ci_eac325a6dc15,1,True,False,,,8,12,False,,,34.0,0.018518518518518517,0.010638297872340425,0.007462686567164179,0.010638297872340425,0.010638297872340425,0.0,True,99,TOP200,PURCHASE_RRF_FILL
