fragrantica_id,neighbor_fragrantica_id,similarity,rank
3024,30796,0.4157,3
3024,5534,0.4055,4
3024,53671,0.404,5
3024,46623,0.3988,6
3024,115746,0.3958,7
3024,30567,0.3952,8
3024,72062,0.3934,9
3024,54976,0.3879,10
73092,123059,0.483,1
73092,84224,0.4533,2
73092,115747,0.4516,3
73092,94718,0.4345,4
73092,48434,0.4228,5
73092,44174,0.4124,6
73092,114188,0.4085,7
73092,4023,0.4008,8
73092,95034,0.4002,9
73092,68367,0.3981,10
106299,52002,0.5361,1
106299,65792,0.4305,2
106299,115746,0.4276,3
106299,31861,0.4232,4
106299,50788,0.4121,5
106299,35456,0.4013,6
106299,31247,0.4007,7
106299,3172,0.3962,8
106299,3575,0.3914,9
106299,109563,0.3908,10
31436,276,0.4837,1
31436,83,0.4606,2
31436,485,0.4119,3
31436,103564,0.4071,4
31436,79437,0.4009,5
31436,75731,0.4004,6
31436,32134,0.3879,7
31436,46623,0.3817,8
31436,644,0.3735,9
31436,30796,0.3706,10
890,50788,0.4543,1
890,64167,0.4366,2
890,69281,0.4345,3
890,32523,0.4291,4
890,109563,0.4271,5
890,35456,0.4175,6
890,3575,0.4151,7
890,31247,0.4124,8
890,65738,0.4108,9
890,3172,0.3969,10
72796,12201,0.3866,1
72796,50786,0.3734,2
72796,485,0.3659,3
72796,74107,0.3609,4
72796,73092,0.3574,5
72796,94718,0.3534,6
72796,104985,0.3516,7
72796,4023,0.3477,8
72796,54885,0.3477,9
72796,1483,0.3473,10
98468,92647,0.4903,1
98468,46623,0.4873,2
98468,106298,0.465,3
98468,30567,0.4612,4
98468,2271,0.4544,5
98468,132011,0.4444,6
98468,52180,0.4385,7
98468,54976,0.4352,8
98468,5534,0.4275,9
98468,12192,0.4239,10
59392,122669,0.3506,1
59392,21547,0.332,2
59392,1000,0.3317,3
59392,95034,0.3103,4
59392,60320,0.3057,5
59392,132132,0.3028,6
59392,38914,0.3013,7
59392,10314,0.2985,8
59392,75969,0.2975,9
59392,25836,0.297,10
60320,95156,0.4665,1
60320,38914,0.4071,2
60320,31661,0.4012,3
60320,29165,0.3949,4
60320,3779,0.3936,5
60320,123059,0.3925,6
60320,73092,0.3878,7
60320,18042,0.387,8
60320,68578,0.3851,9
60320,68367,0.3819,10
54885,54785,0.447,1
54885,31247,0.3648,2
54885,10728,0.3645,3
54885,4023,0.3605,4
54885,57088,0.3519,5
54885,72796,0.3477,6
54885,12201,0.3473,7
54885,89712,0.3368,8
54885,57384,0.3231,9
54885,52180,0.3205,10
122211,109565,0.5178,1
122211,68416,0.4829,2
122211,75979,0.4689,3
122211,20542,0.4588,4
122211,6686,0.3951,5
122211,16931,0.3872,6
122211,131717,0.3861,7
122211,1360,0.3783,8
122211,93865,0.3722,9
122211,6188,0.3719,10
10728,6188,0.4654,1
10728,64093,0.4489,2
10728,68905,0.4114,3
10728,54785,0.4102,4
10728,90834,0.4078,5
10728,16931,0.4069,6
10728,90739,0.4033,7
10728,37602,0.3936,8
10728,60320,0.3777,9
10728,73092,0.376,10
76893,57088,0.4023,1
76893,2186,0.3329,2
76893,10728,0.3283,3
76893,57384,0.3176,4
76893,54885,0.3148,5
76893,75969,0.3122,6
76893,54785,0.3121,7
76893,89712,0.3039,8
76893,122669,0.2782,9
76893,10464,0.2638,10
94718,115747,0.4754,1
94718,4023,0.4375,2
94718,73092,0.4345,3
94718,485,0.43,4
94718,50788,0.4097,5
94718,46187,0.4051,6
94718,109564,0.4029,7
94718,104985,0.4012,8
94718,50786,0.3984,9
94718,1483,0.3916,10
115749,106299,0.3827,1
115749,3172,0.3753,2
115749,109563,0.3733,3
115749,65792,0.3687,4
115749,31861,0.3501,5
115749,54785,0.3366,6
115749,31247,0.3252,7
115749,50788,0.3185,8
115749,69281,0.3139,9
115749,35456,0.3013,10
109565,20542,0.5502,1
109565,6686,0.5484,2
109565,122211,0.5178,3
109565,131717,0.4817,4
109565,68416,0.4804,5
109565,93865,0.4044,6
109565,75979,0.3768,7
109565,1360,0.3535,8
109565,6188,0.3444,9
109565,4849,0.3388,10
75731,52180,0.4646,1
75731,611,0.4533,2
75731,46623,0.4466,3
75731,2271,0.4387,4
75731,92647,0.4358,5
75731,30567,0.4352,6
75731,276,0.435,7
75731,90739,0.427,8
75731,30796,0.4115,9
75731,12192,0.4082,10
4849,9405,0.5656,1
4849,52359,0.5402,2
4849,42944,0.5263,3
4849,184,0.4944,4
4849,96192,0.4881,5
4849,49827,0.4775,6
4849,63829,0.4751,7
4849,25836,0.4551,8
4849,2271,0.4516,9
4849,98469,0.4512,10
42782,50384,0.4328,1
42782,76824,0.4243,2
42782,56741,0.4012,3
42782,64015,0.3973,4
42782,39970,0.3902,5
42782,37602,0.3614,6
42782,111273,0.3406,7
42782,56077,0.3396,8
42782,37603,0.3383,9
42782,56076,0.3273,10
16657,52180,0.4018,1
16657,106299,0.389,2
16657,109563,0.3788,3
16657,43531,0.3783,4
16657,83,0.3719,5
16657,32134,0.3638,6
16657,3575,0.3622,7
16657,35456,0.3622,8
16657,64092,0.361,9
16657,65792,0.3594,10
122669,111273,0.4177,1
122669,68578,0.3808,2
122669,75969,0.3684,3
122669,49827,0.361,4
122669,59392,0.3506,5
122669,75642,0.349,6
122669,60320,0.3458,7
122669,90739,0.3286,8
122669,64015,0.3208,9
122669,10728,0.3205,10
76824,50384,0.5104,1
76824,39970,0.5042,2
76824,42782,0.4243,3
76824,56741,0.4105,4
76824,95035,0.3755,5
76824,57384,0.3651,6
76824,31661,0.3574,7
76824,2186,0.3242,8
76824,75969,0.321,9
76824,39761,0.3145,10
42670,44174,0.5059,1
42670,95034,0.4895,2
42670,84224,0.488,3
42670,30796,0.4769,4
42670,30567,0.471,5
42670,611,0.459,6
42670,8339,0.4559,7
42670,48478,0.4541,8
42670,52359,0.4519,9
42670,46623,0.4477,10
18042,52359,0.5044,1
18042,72,0.4886,2
18042,68905,0.4732,3
18042,69742,0.441,4
18042,10314,0.4265,5
18042,9405,0.424,6
18042,45711,0.4235,7
18042,4849,0.4193,8
18042,63829,0.4177,9
18042,78945,0.4125,10
99134,50789,0.4497,1
99134,54976,0.4454,2
99134,3575,0.441,3
99134,4023,0.4403,4
99134,12192,0.4369,5
99134,90834,0.4331,6
99134,3172,0.4239,7
99134,276,0.4158,8
99134,1923,0.4086,9
99134,65738,0.4041,10
74636,607,0.497,1
74636,3024,0.4875,2
74636,5534,0.419,3
74636,46623,0.4105,4
74636,95642,0.4058,5
74636,8339,0.4042,6
74636,115746,0.3943,7
74636,53671,0.3916,8
74636,12192,0.3898,9
74636,30796,0.3896,10
1198,1923,0.4412,1
1198,815,0.4274,2
1198,79437,0.3854,3
1198,64092,0.3688,4
1198,70985,0.33,5
1198,65792,0.3236,6
1198,45029,0.3167,7
1198,64022,0.2947,8
1198,108587,0.2944,9
1198,73661,0.2765,10
4023,485,0.48,1
4023,1483,0.477,2
4023,3575,0.4769,3
4023,3172,0.4706,4
4023,50786,0.4682,5
4023,1923,0.4654,6
4023,30796,0.4566,7
4023,104985,0.45,8
4023,84224,0.4492,9
4023,276,0.4458,10
43531,64092,0.513,1
43531,83,0.4608,2
43531,275,0.4449,3
43531,109563,0.4152,4
43531,45029,0.4004,5
43531,23032,0.395,6
43531,32134,0.3907,7
43531,5585,0.3861,8
43531,276,0.3798,9
43531,16657,0.3783,10
129391,31247,0.4633,1
129391,12201,0.4539,2
129391,103276,0.4516,3
129391,64093,0.4344,4
129391,64167,0.4155,5
129391,131717,0.4066,6
129391,116224,0.3973,7
129391,3172,0.393,8
129391,109563,0.3867,9
129391,275,0.381,10
123059,73092,0.483,1
123059,95034,0.471,2
123059,95156,0.4659,3
123059,104123,0.4631,4
123059,56076,0.4337,5
123059,68367,0.4285,6
123059,69742,0.4213,7
123059,74739,0.4191,8
123059,42670,0.4107,9
123059,84224,0.409,10
69742,52359,0.4859,1
69742,95034,0.4681,2
69742,104123,0.4611,3
69742,48478,0.4542,4
69742,18042,0.441,5
69742,64015,0.4362,6
69742,49827,0.4318,7
69742,9405,0.4237,8
69742,123059,0.4213,9
69742,4849,0.4095,10
50789,30796,0.4827,1
50789,611,0.48,2
50789,12192,0.4675,3
50789,42944,0.4604,4
50789,98469,0.4536,5
50789,54976,0.4518,6
50789,99134,0.4497,7
50789,42670,0.4424,8
50789,8339,0.4413,9
50789,1483,0.4377,10
6420,1924,0.4757,1
6420,73661,0.4343,2
6420,9405,0.4235,3
6420,21547,0.42,4
6420,10314,0.4124,5
6420,82586,0.3949,6
6420,1000,0.3904,7
6420,69742,0.3861,8
6420,536,0.3854,9
6420,27040,0.3851,10
3172,54785,0.4866,1
3172,35456,0.4824,2
3172,1923,0.4774,3
3172,4023,0.4706,4
3172,3575,0.4673,5
3172,109563,0.4643,6
3172,50786,0.4578,7
3172,1483,0.4494,8
3172,103564,0.4482,9
3172,52180,0.445,10
64015,37602,0.5671,1
64015,56076,0.4437,2
64015,69742,0.4362,3
64015,56077,0.4322,4
64015,111273,0.4069,5
64015,74739,0.4022,6
64015,90739,0.3975,7
64015,42782,0.3973,8
64015,18042,0.3949,9
64015,48478,0.3917,10
1924,6420,0.4757,1
1924,9405,0.4655,2
1924,56076,0.459,3
1924,73661,0.4414,4
1924,87956,0.4363,5
1924,17798,0.4342,6
1924,75642,0.4299,7
1924,90834,0.429,8
1924,16931,0.4249,9
1924,50225,0.4211,10
16931,37602,0.5202,1
16931,44894,0.5196,2
16931,75979,0.5123,3
16931,56076,0.506,4
16931,90834,0.4964,5
16931,6188,0.4827,6
16931,131985,0.4632,7
16931,75642,0.4511,8
16931,50225,0.4346,9
16931,50789,0.4303,10
115747,94718,0.4754,1
115747,73092,0.4516,2
115747,46187,0.4404,3
115747,109564,0.4127,4
115747,50786,0.4061,5
115747,32523,0.394,6
115747,4023,0.3876,7
115747,44174,0.3866,8
115747,50788,0.3821,9
115747,64167,0.3637,10
115746,106298,0.4888,1
115746,52002,0.4496,2
115746,50788,0.4441,3
115746,46623,0.441,4
115746,644,0.4338,5
115746,106299,0.4276,6
115746,35456,0.4262,7
115746,5585,0.4195,8
115746,98468,0.4163,9
115746,8339,0.4133,10
95035,39970,0.5175,1
95035,29165,0.4282,2
95035,3779,0.4114,3
95035,38914,0.4047,4
95035,31661,0.4033,5
95035,121230,0.3862,6
95035,76824,0.3755,7
95035,68905,0.3748,8
95035,75969,0.3743,9
95035,56741,0.3733,10
50225,90834,0.4693,1
50225,50789,0.4369,2
50225,16931,0.4346,3
50225,1483,0.4281,4
50225,1924,0.4211,5
50225,276,0.4143,6
50225,42944,0.409,7
50225,12192,0.4057,8
50225,8339,0.3971,9
50225,90739,0.3963,10
37602,64015,0.5671,1
37602,16931,0.5202,2
37602,56076,0.4813,3
37602,74739,0.4382,4
37602,44894,0.4345,5
37602,123059,0.399,6
37602,10728,0.3936,7
37602,56077,0.3763,8
37602,60320,0.3627,9
37602,42782,0.3614,10
75969,57384,0.4117,1
75969,95035,0.3743,2
75969,111273,0.3685,3
75969,122669,0.3684,4
75969,39970,0.3556,5
75969,68905,0.3306,6
75969,56741,0.3217,7
75969,76824,0.321,8
75969,89712,0.3173,9
75969,76893,0.3122,10
64093,10728,0.4489,1
64093,93865,0.4475,2
64093,129391,0.4344,3
64093,116224,0.4016,4
64093,131717,0.3863,5
64093,27040,0.38,6
64093,1929,0.3658,7
64093,120743,0.3545,8
64093,4849,0.352,9
64093,68905,0.347,10
109564,31247,0.4846,1
109564,68919,0.4582,2
109564,46187,0.4427,3
109564,64167,0.4243,4
109564,114281,0.4173,5
109564,115747,0.4127,6
109564,94718,0.4029,7
109564,1483,0.3925,8
109564,6458,0.3909,9
109564,890,0.3905,10
95156,38914,0.4734,1
95156,60320,0.4665,2
95156,123059,0.4659,3
95156,68367,0.4487,4
95156,39970,0.4424,5
95156,3779,0.4236,6
95156,68578,0.4212,7
95156,104123,0.4167,8
95156,74739,0.3894,9
95156,31661,0.3781,10
31247,109564,0.4846,1
31247,129391,0.4633,2
31247,3172,0.4366,3
31247,4023,0.4356,4
31247,64167,0.4247,5
31247,114281,0.4246,6
31247,12201,0.4242,7
31247,54785,0.4128,8
31247,890,0.4124,9
31247,815,0.4078,10
1000,9110,0.4337,1
1000,21547,0.4184,2
1000,27040,0.4124,3
1000,68905,0.3959,4
1000,1929,0.3933,5
1000,6420,0.3904,6
1000,25836,0.3902,7
1000,10314,0.3896,8
1000,18042,0.3825,9
1000,632,0.3758,10
103276,129391,0.4516,1
103276,116224,0.4177,2
103276,6458,0.3813,3
103276,12201,0.3699,4
103276,3172,0.3531,5
103276,64093,0.3395,6
103276,131717,0.3165,7
103276,65738,0.3158,8
103276,64167,0.3081,9
103276,109563,0.2971,10
111273,122669,0.4177,1
111273,64015,0.4069,2
111273,18042,0.4048,3
111273,50787,0.3966,4
111273,68905,0.3873,5
111273,90739,0.3749,6
111273,10728,0.3688,7
111273,75969,0.3685,8
111273,56077,0.3606,9
111273,611,0.3586,10
57088,76893,0.4023,1
57088,57384,0.3718,2
57088,54785,0.3694,3
57088,54885,0.3519,4
57088,2186,0.3403,5
57088,10464,0.3174,6
57088,10728,0.3111,7
57088,16657,0.3042,8
57088,76824,0.3038,9
57088,12426,0.2967,10
50787,14214,0.5142,1
50787,62372,0.4447,2
50787,5484,0.4416,3
50787,45711,0.44,4
50787,111273,0.3966,5
50787,54976,0.3963,6
50787,52359,0.3911,7
50787,68905,0.363,8
50787,25836,0.3592,9
50787,18042,0.3479,10
72,18042,0.4886,1
72,68905,0.388,2
72,27040,0.3661,3
72,52359,0.3626,4
72,4849,0.3576,5
72,64093,0.3404,6
72,78945,0.3389,7
72,93865,0.3279,8
72,1000,0.3269,9
72,1929,0.3269,10
50788,69281,0.457,1
50788,35456,0.4543,2
50788,890,0.4543,3
50788,3575,0.4503,4
50788,109563,0.4466,5
50788,115746,0.4441,6
50788,5585,0.433,7
50788,103564,0.4156,8
50788,3172,0.4136,9
50788,106299,0.4121,10
68367,104123,0.5309,1
68367,31661,0.4844,2
68367,95156,0.4487,3
68367,39970,0.4404,4
68367,123059,0.4285,5
68367,3779,0.4256,6
68367,38914,0.4229,7
68367,29165,0.416,8
68367,95034,0.4085,9
68367,73092,0.3981,10
815,1923,0.4451,1
815,1198,0.4274,2
815,45029,0.4208,3
815,4023,0.4168,4
815,31247,0.4078,5
815,65792,0.4067,6
815,64022,0.3801,7
815,275,0.3695,8
815,114281,0.3616,9
815,65738,0.3592,10
85144,46187,0.4165,1
85144,64167,0.3854,2
85144,109564,0.3727,3
85144,31247,0.3721,4
85144,69281,0.36,5
85144,115747,0.3561,6
85144,890,0.3458,7
85144,50788,0.3402,8
85144,129391,0.3354,9
85144,6458,0.332,10
90834,16931,0.4964,1
90834,98469,0.4904,2
90834,50225,0.4693,3
90834,56076,0.437,4
90834,99134,0.4331,5
90834,12192,0.4321,6
90834,90739,0.4303,7
90834,1924,0.429,8
90834,42944,0.4278,9
90834,50789,0.4147,10
57384,75969,0.4117,1
57384,57088,0.3718,2
57384,76824,0.3651,3
57384,54885,0.3231,4
57384,111273,0.3219,5
57384,2186,0.3177,6
57384,76893,0.3176,7
57384,50384,0.3114,8
57384,72,0.311,9
57384,89712,0.3036,10
46623,5534,0.6319,1
46623,5585,0.5398,2
46623,30567,0.5219,3
46623,92647,0.5072,4
46623,8339,0.4879,5
46623,98468,0.4873,6
46623,276,0.4841,7
46623,644,0.4826,8
46623,132011,0.4811,9
46623,2271,0.4757,10
108587,73661,0.412,1
108587,10314,0.3943,2
108587,82586,0.3445,3
108587,3779,0.3353,4
108587,29165,0.3194,5
108587,38914,0.3103,6
108587,72381,0.3098,7
108587,31661,0.3091,8
108587,21547,0.3065,9
108587,39761,0.3042,10
84224,42670,0.488,1
84224,5534,0.4802,2
84224,48478,0.4749,3
84224,30567,0.473,4
84224,73092,0.4533,5
84224,4023,0.4492,6
84224,90739,0.4382,7
84224,104985,0.4343,8
84224,46623,0.4316,9
84224,30796,0.4266,10
39761,31661,0.4174,1
39761,39970,0.3901,2
39761,29165,0.3866,3
39761,56741,0.3833,4
39761,38914,0.3743,5
39761,95035,0.368,6
39761,68367,0.3672,7
39761,121230,0.352,8
39761,95156,0.3493,9
39761,3779,0.3489,10
70985,64167,0.3452,1
70985,1198,0.33,2
70985,815,0.2814,3
70985,1923,0.2727,4
70985,109563,0.2694,5
70985,95642,0.2531,6
70985,275,0.2477,7
70985,3865,0.2451,8
70985,120743,0.2436,9
70985,79437,0.2434,10
52180,75731,0.4646,1
52180,54785,0.4585,2
52180,3575,0.4497,3
52180,46623,0.4489,4
52180,3172,0.445,5
52180,92647,0.4417,6
52180,98468,0.4385,7
52180,50786,0.4375,8
52180,5585,0.4351,9
52180,30567,0.433,10
72381,74740,0.4247,1
72381,29165,0.4228,2
72381,3779,0.4126,3
72381,84224,0.4113,4
72381,653,0.4101,5
72381,38914,0.3984,6
72381,95034,0.3915,7
72381,11784,0.3856,8
72381,68367,0.3832,9
72381,44174,0.379,10
485,104985,0.7501,1
485,4023,0.48,2
485,30796,0.4736,3
485,644,0.4666,4
485,276,0.4576,5
485,1483,0.4573,6
485,42670,0.4358,7
485,94718,0.43,8
485,8339,0.4223,9
485,50786,0.4132,10
116224,103276,0.4177,1
116224,64093,0.4016,2
116224,129391,0.3973,3
116224,131717,0.3918,4
116224,27040,0.3889,5
116224,12201,0.3869,6
116224,6458,0.339,7
116224,93865,0.3247,8
116224,109564,0.3121,9
116224,124051,0.2903,10
45711,78945,0.5585,1
45711,18767,0.5428,2
45711,14214,0.4799,3
45711,6686,0.4691,4
45711,63829,0.4609,5
45711,50787,0.44,6
45711,52359,0.4274,7
45711,18042,0.4235,8
45711,132132,0.4117,9
45711,10314,0.3933,10
103564,50786,0.4884,1
103564,32134,0.4787,2
103564,644,0.4685,3
103564,5585,0.4568,4
103564,35456,0.4512,5
103564,3172,0.4482,6
103564,276,0.4459,7
103564,4023,0.4359,8
103564,52180,0.4239,9
103564,30796,0.4186,10
63829,78945,0.498,1
63829,4849,0.4751,2
63829,45711,0.4609,3
63829,18767,0.444,4
63829,18042,0.4177,5
63829,6686,0.4134,6
63829,52359,0.4129,7
63829,14214,0.3966,8
63829,10314,0.3947,9
63829,632,0.3934,10
69281,50788,0.457,1
69281,109563,0.4442,2
69281,5585,0.4441,3
69281,890,0.4345,4
69281,65792,0.4277,5
69281,35456,0.4211,6
69281,1923,0.419,7
69281,3172,0.4145,8
69281,103564,0.3985,9
69281,31247,0.3956,10
89712,54785,0.408,1
89712,3172,0.3889,2
89712,44174,0.3814,3
89712,73092,0.381,4
89712,42670,0.3806,5
89712,4023,0.379,6
89712,3575,0.3763,7
89712,11784,0.3693,8
89712,52180,0.3657,9
89712,485,0.363,10
54785,3172,0.4866,1
54785,52180,0.4585,2
54785,3575,0.4504,3
54785,54885,0.447,4
54785,4023,0.427,5
54785,10464,0.4242,6
54785,31247,0.4128,7
54785,10728,0.4102,8
54785,89712,0.408,9
54785,99134,0.3765,10
47891,95642,0.4192,1
47891,53671,0.3833,2
47891,74636,0.3259,3
47891,3024,0.3245,4
47891,607,0.3154,5
47891,50788,0.2691,6
47891,890,0.2615,7
47891,65792,0.2445,8
47891,114281,0.2437,9
47891,106299,0.243,10
48434,44174,0.5332,1
48434,42670,0.4383,2
48434,1483,0.429,3
48434,95034,0.4284,4
48434,73092,0.4228,5
48434,114188,0.4204,6
48434,32523,0.3916,7
48434,123059,0.3872,8
48434,611,0.3863,9
48434,48478,0.3841,10
64092,43531,0.513,1
64092,32134,0.4908,2
64092,83,0.423,3
64092,5585,0.4083,4
64092,35456,0.3996,5
64092,79437,0.3804,6
64092,275,0.3722,7
64092,109563,0.3705,8
64092,1198,0.3688,9
64092,16657,0.361,10
62372,14214,0.4502,1
62372,50787,0.4447,2
62372,52359,0.4066,3
62372,5484,0.3642,4
62372,45711,0.362,5
62372,2271,0.358,6
62372,25836,0.3576,7
62372,92647,0.3571,8
62372,60320,0.3515,9
62372,114188,0.35,10
74739,56076,0.4951,1
74739,37602,0.4382,2
74739,38914,0.4215,3
74739,123059,0.4191,4
74739,16931,0.4084,5
74739,64015,0.4022,6
74739,44894,0.3938,7
74739,95156,0.3894,8
74739,116396,0.3855,9
74739,90739,0.3805,10
120743,131717,0.3809,1
120743,63829,0.3717,2
120743,96192,0.3639,3
120743,64093,0.3545,4
120743,45711,0.3385,5
120743,18042,0.3295,6
120743,64167,0.3265,7
120743,6686,0.3209,8
120743,4849,0.317,9
120743,75979,0.3151,10
32523,44174,0.4787,1
32523,890,0.4291,2
32523,115747,0.394,3
32523,48434,0.3916,4
32523,109564,0.389,5
32523,46187,0.3858,6
32523,31247,0.3752,7
32523,15134,0.3501,8
32523,94718,0.3495,9
32523,73092,0.349,10
49827,42944,0.4893,1
49827,4849,0.4775,2
49827,9405,0.475,3
49827,48478,0.4693,4
49827,90739,0.4557,5
49827,75642,0.4394,6
49827,69742,0.4318,7
49827,98469,0.4248,8
49827,56076,0.4206,9
49827,12192,0.4163,10
124051,6188,0.4543,1
124051,23032,0.4061,2
124051,90739,0.3656,3
124051,45029,0.3618,4
124051,93865,0.3568,5
124051,48478,0.3545,6
124051,131717,0.348,7
124051,50790,0.334,8
124051,12426,0.3335,9
124051,12310,0.3328,10
46300,3779,0.4857,1
46300,29165,0.4751,2
46300,104123,0.4155,3
46300,52359,0.4135,4
46300,31661,0.4102,5
46300,73661,0.3844,6
46300,68367,0.3829,7
46300,69742,0.379,8
46300,38914,0.3706,9
46300,95034,0.3651,10
21547,632,0.7797,1
21547,3779,0.4769,2
21547,132132,0.4575,3
21547,10314,0.4559,4
21547,95034,0.4544,5
21547,82586,0.4316,6
21547,9405,0.4232,7
21547,6420,0.42,8
21547,1000,0.4184,9
21547,78945,0.4119,10
104123,68367,0.5309,1
104123,123059,0.4631,2
104123,69742,0.4611,3
104123,52359,0.4428,4
104123,95034,0.4322,5
104123,132132,0.4305,6
104123,73661,0.4235,7
104123,95156,0.4167,8
104123,46300,0.4155,9
104123,38914,0.4073,10
132011,12192,0.6036,1
132011,106298,0.5056,2
132011,46623,0.4811,3
132011,54976,0.4699,4
132011,2271,0.4646,5
132011,42944,0.4544,6
132011,5534,0.4533,7
132011,98468,0.4444,8
132011,8339,0.4317,9
132011,30567,0.4297,10
114281,65738,0.5276,1
114281,3575,0.4518,2
114281,31247,0.4246,3
114281,109564,0.4173,4
114281,50788,0.4035,5
114281,99134,0.4035,6
114281,109563,0.3956,7
114281,275,0.3855,8
114281,50789,0.3831,9
114281,890,0.3777,10
114188,48434,0.4204,1
114188,42670,0.4192,2
114188,95034,0.4161,3
114188,73092,0.4085,4
114188,485,0.3993,5
114188,644,0.3836,6
114188,15134,0.383,7
114188,94718,0.375,8
114188,104985,0.3694,9
114188,25836,0.3692,10
98469,90834,0.4904,1
98469,90739,0.485,2
98469,42944,0.4702,3
98469,12192,0.4626,4
98469,30796,0.4593,5
98469,50789,0.4536,6
98469,4849,0.4512,7
98469,5534,0.4424,8
98469,16931,0.4293,9
98469,49827,0.4248,10
