layout,trust@10,trust@20,knn_overlap@10,reminds_pct,n_edges,also_liked_pct
random,0.4980073133570341,0.5044143372872615,0.008600000000000002,0.5058188922867822,872,0.5024924721098765
pca,0.752262468257999,0.7541265600825168,0.081,0.20193932464574665,872,0.3989380013386015
mds,0.7673960385982732,0.7684073749355338,0.0835,0.24524754111910074,872,0.36598140311568667
umap_nn10_md0.1,0.9387079735906552,0.9185974213512119,0.38880000000000003,0.17658484172245642,872,0.3901675762140878
umap_nn10_md0.3,0.9094435754189945,0.894062506446622,0.3354,0.16617994140929923,872,0.37292393668987817
umap_nn15_md0.1,0.9339547993905536,0.9192306343476019,0.36860000000000004,0.1570079253565492,872,0.3811213421115897
umap_nn15_md0.3,0.9013560182833926,0.8907474471376998,0.31739999999999996,0.1601326096738941,872,0.3797885335769807
umap_nn30_md0.1,0.9319665820213306,0.9197861268695203,0.3405,0.1518651679202138,872,0.3808237022790662
umap_nn30_md0.3,0.9031079735906552,0.8940419804022692,0.30510000000000004,0.14853959464051206,872,0.3831019960052218
